entity,track,predictor,smd,ks
Procambarus clarkii (alien),local_only,l_CLI1,-0.5404,0.2784
Procambarus clarkii (alien),local_only,l_CLI2,-0.5447,0.2822
Procambarus clarkii (alien),local_only,l_CLI3,-0.5441,0.2812
Procambarus clarkii (alien),local_only,l_CLI4,-0.0687,0.0376
Procambarus clarkii (alien),local_only,l_CLI5,-0.1911,0.1617
Procambarus clarkii (alien),local_only,l_CLI6,-0.1939,0.1645
Procambarus clarkii (alien),local_only,l_CLI7,-0.1926,0.1649
Procambarus clarkii (alien),local_only,l_CLI8,-0.0434,0.0187
Procambarus clarkii (alien),local_only,l_CLI9,-0.3272,0.1544
Procambarus clarkii (alien),local_only,l_CLI10,-0.3278,0.1541
Procambarus clarkii (alien),local_only,l_CLI11,-0.3275,0.1545
Procambarus clarkii (alien),local_only,l_CLI12,-0.0817,0.0294
Procambarus clarkii (alien),local_only,l_CLI13,0.2333,0.11
Procambarus clarkii (alien),local_only,l_CLI14,0.2327,0.109
Procambarus clarkii (alien),local_only,l_CLI15,0.2329,0.1094
Procambarus clarkii (alien),local_only,l_CLI16,-0.0573,0.0234
Procambarus clarkii (alien),local_only,l_CLI17,-0.2955,0.1639
Procambarus clarkii (alien),local_only,l_CLI18,-0.2994,0.1668
Procambarus clarkii (alien),local_only,l_CLI19,-0.2984,0.1662
Procambarus clarkii (alien),local_only,l_CLI20,-0.0587,0.0373
Procambarus clarkii (alien),local_only,l_CLI21,-0.4359,0.1694
Procambarus clarkii (alien),local_only,l_CLI22,-0.4387,0.1732
Procambarus clarkii (alien),local_only,l_CLI23,-0.4381,0.1719
Procambarus clarkii (alien),local_only,l_CLI24,-0.0923,0.0538
Procambarus clarkii (alien),local_only,l_CLI25,0.0959,0.0601
Procambarus clarkii (alien),local_only,l_CLI26,0.0953,0.0595
Procambarus clarkii (alien),local_only,l_CLI27,0.0955,0.0595
Procambarus clarkii (alien),local_only,l_CLI28,-0.0487,0.0203
Procambarus clarkii (alien),local_only,l_CLI29,-0.2169,0.1354
Procambarus clarkii (alien),local_only,l_CLI30,-0.2174,0.137
Procambarus clarkii (alien),local_only,l_CLI31,-0.2176,0.1368
Procambarus clarkii (alien),local_only,l_CLI32,-0.0032,0.0408
Procambarus clarkii (alien),local_only,l_CLI33,-0.305,0.1439
Procambarus clarkii (alien),local_only,l_CLI34,-0.3069,0.1427
Procambarus clarkii (alien),local_only,l_CLI35,-0.3068,0.1438
Procambarus clarkii (alien),local_only,l_CLI36,-0.0392,0.0392
Procambarus clarkii (alien),local_only,l_CLI37,-0.3256,0.176
Procambarus clarkii (alien),local_only,l_CLI38,-0.3302,0.1809
Procambarus clarkii (alien),local_only,l_CLI39,-0.329,0.1797
Procambarus clarkii (alien),local_only,l_CLI40,-0.0579,0.0299
Procambarus clarkii (alien),local_only,l_CLI41,-0.5421,0.2147
Procambarus clarkii (alien),local_only,l_CLI42,-0.5439,0.2156
Procambarus clarkii (alien),local_only,l_CLI43,-0.5439,0.2159
Procambarus clarkii (alien),local_only,l_CLI44,-0.0882,0.0501
Procambarus clarkii (alien),local_only,l_CLI45,0.1045,0.1668
Procambarus clarkii (alien),local_only,l_CLI46,0.0996,0.166
Procambarus clarkii (alien),local_only,l_CLI47,0.102,0.1663
Procambarus clarkii (alien),local_only,l_CLI48,-0.0622,0.0232
Procambarus clarkii (alien),local_only,l_CLI49,-0.132,0.0887
Procambarus clarkii (alien),local_only,l_CLI50,-0.1336,0.0898
Procambarus clarkii (alien),local_only,l_CLI51,-0.1328,0.0893
Procambarus clarkii (alien),local_only,l_CLI52,-0.0994,0.041
Procambarus clarkii (alien),local_only,l_CLI53,0.328,0.196
Procambarus clarkii (alien),local_only,l_CLI54,0.3236,0.1949
Procambarus clarkii (alien),local_only,l_CLI55,0.3258,0.1956
Procambarus clarkii (alien),local_only,l_CLI56,-0.015,0.0882
Procambarus clarkii (alien),local_only,l_CLI57,-0.4554,0.2412
Procambarus clarkii (alien),local_only,l_CLI58,-0.4555,0.2415
Procambarus clarkii (alien),local_only,l_CLI59,-0.4555,0.2414
Procambarus clarkii (alien),local_only,l_CLI60,-0.0918,0.0446
Procambarus clarkii (alien),local_only,l_CLI61,-0.0753,0.0743
Procambarus clarkii (alien),local_only,l_CLI62,-0.0778,0.0729
Procambarus clarkii (alien),local_only,l_CLI63,-0.0766,0.0738
Procambarus clarkii (alien),local_only,l_CLI64,-0.0883,0.0387
Procambarus clarkii (alien),local_only,l_CLI65,0.3093,0.1871
Procambarus clarkii (alien),local_only,l_CLI66,0.3047,0.1867
Procambarus clarkii (alien),local_only,l_CLI67,0.3069,0.1869
Procambarus clarkii (alien),local_only,l_CLI68,-0.0199,0.0774
Procambarus clarkii (alien),local_only,l_CLI69,0.009,0.1406
Procambarus clarkii (alien),local_only,l_CLI70,0.0039,0.1402
Procambarus clarkii (alien),local_only,l_CLI71,0.0065,0.1406
Procambarus clarkii (alien),local_only,l_CLI72,-0.0836,0.069
Procambarus clarkii (alien),local_only,l_CLI73,0.1233,0.0936
Procambarus clarkii (alien),local_only,l_CLI74,0.1174,0.0937
Procambarus clarkii (alien),local_only,l_CLI75,0.1206,0.0934
Procambarus clarkii (alien),local_only,l_CLI76,-0.0546,0.021
Procambarus clarkii (alien),local_only,l_TOP124,-0.0044,0.1061
Procambarus clarkii (alien),local_only,l_TOP125,-0.0261,0.0409
Procambarus clarkii (alien),local_only,l_TOP126,-0.0271,0.049
Procambarus clarkii (alien),local_only,l_TOP127,-0.0265,0.0277
Procambarus clarkii (alien),local_only,l_TOP128,-0.0101,0.0746
Procambarus clarkii (alien),local_only,l_TOP129,-0.0212,0.0795
Procambarus clarkii (alien),local_only,l_TOP130,-0.0278,0.0871
Procambarus clarkii (alien),local_only,l_TOP131,-0.0223,0.052
Procambarus clarkii (alien),local_only,l_LAC1,0.1242,0.0568
Procambarus clarkii (alien),local_only,l_LAC2,-0.1353,0.0477
Procambarus clarkii (alien),local_only,l_LAC3,-0.0526,0.0111
Procambarus clarkii (alien),local_only,l_LAC4,-0.0547,0.0284
Procambarus clarkii (alien),local_only,l_LAC5,-0.1128,0.0166
Procambarus clarkii (alien),local_only,l_LAC6,0.1611,0.0576
Procambarus clarkii (alien),local_only,l_LAC7,0.0027,0.0033
Procambarus clarkii (alien),local_only,l_LAC8,-0.0705,0.007
Procambarus clarkii (alien),local_only,l_LAC9,0.0246,0.0104
Procambarus clarkii (alien),local_only,l_LAC10,-0.0359,0.0111
Procambarus clarkii (alien),local_only,l_LAC11,0.0204,0.0021
Procambarus clarkii (alien),local_only,l_LAC12,-0.1739,0.0598
Procambarus clarkii (alien),local_only,l_LAC13,0.0505,0.0264
Procambarus clarkii (alien),local_only,l_LAC14,,0.0
Procambarus clarkii (alien),local_only,l_LAC15,-0.0621,0.0041
Procambarus clarkii (alien),local_only,l_LAC16,-0.0636,0.008
Procambarus clarkii (alien),local_only,l_LAC17,-0.0389,0.0017
Procambarus clarkii (alien),local_only,l_LAC18,0.0187,0.0064
Procambarus clarkii (alien),local_only,l_LAC19,0.0141,0.0221
Procambarus clarkii (alien),local_only,l_LAC20,-0.0286,0.0046
Procambarus clarkii (alien),local_only,l_LAC21,-0.003,0.0103
Procambarus clarkii (alien),local_only,l_LAC22,,0.0
Procambarus clarkii (alien),local_only,l_SOL1,-0.1873,0.0618
Procambarus clarkii (alien),local_only,l_SOL2,-0.1561,0.0533
Procambarus clarkii (alien),local_only,l_SOL3,-0.1731,0.0619
Procambarus clarkii (alien),local_only,l_SOL4,-0.0207,0.0116
Procambarus clarkii (alien),local_only,l_SOL9,-0.2751,0.1366
Procambarus clarkii (alien),local_only,l_SOL10,-0.2459,0.1165
Procambarus clarkii (alien),local_only,l_SOL11,-0.2636,0.13
Procambarus clarkii (alien),local_only,l_SOL12,0.0502,0.0188
Procambarus clarkii (alien),local_only,l_SOL13,-0.0167,0.0374
Procambarus clarkii (alien),local_only,l_SOL14,0.0467,0.0357
Procambarus clarkii (alien),local_only,l_SOL15,0.0144,0.0293
Procambarus clarkii (alien),local_only,l_SOL16,0.1632,0.0744
Procambarus clarkii (alien),local_only,l_SOL17,0.1718,0.1249
Procambarus clarkii (alien),local_only,l_SOL18,0.2485,0.1598
Procambarus clarkii (alien),local_only,l_SOL19,0.2126,0.1493
Procambarus clarkii (alien),local_only,l_SOL20,0.212,0.0926
Procambarus clarkii (alien),local_only,l_SOL5,-0.1272,0.0588
Procambarus clarkii (alien),local_only,l_SOL6,-0.1002,0.0448
Procambarus clarkii (alien),local_only,l_SOL7,-0.1134,0.0517
Procambarus clarkii (alien),local_only,l_SOL8,0.0427,0.0213
Procambarus clarkii (alien),local_only,l_SOL37,0.0451,0.0668
Procambarus clarkii (alien),local_only,l_SOL38,0.0724,0.0625
Procambarus clarkii (alien),local_only,l_SOL39,0.0596,0.0654
Procambarus clarkii (alien),local_only,l_SOL40,0.0686,0.0348
Procambarus clarkii (alien),local_only,l_SOL41,-0.2193,0.1042
Procambarus clarkii (alien),local_only,l_SOL42,-0.1894,0.0825
Procambarus clarkii (alien),local_only,l_SOL43,-0.2044,0.0963
Procambarus clarkii (alien),local_only,l_SOL44,0.1313,0.0605
Procambarus clarkii (alien),local_only,l_SOL25,0.0829,0.0564
Procambarus clarkii (alien),local_only,l_SOL26,0.0929,0.0618
Procambarus clarkii (alien),local_only,l_SOL27,0.0878,0.0632
Procambarus clarkii (alien),local_only,l_SOL28,-0.0421,0.0131
Procambarus clarkii (alien),local_only,l_SOL29,-0.141,0.0773
Procambarus clarkii (alien),local_only,l_SOL30,-0.1097,0.0766
Procambarus clarkii (alien),local_only,l_SOL31,-0.1292,0.0761
Procambarus clarkii (alien),local_only,l_SOL32,-0.0192,0.0314
Procambarus clarkii (alien),local_only,l_SOL21,-0.2217,0.1038
Procambarus clarkii (alien),local_only,l_SOL22,-0.2493,0.1289
Procambarus clarkii (alien),local_only,l_SOL23,-0.2387,0.1213
Procambarus clarkii (alien),local_only,l_SOL24,-0.197,0.0978
Procambarus clarkii (alien),local_only,l_SOL45,0.1275,0.0675
Procambarus clarkii (alien),local_only,l_SOL46,0.1893,0.1098
Procambarus clarkii (alien),local_only,l_SOL47,0.1662,0.1099
Procambarus clarkii (alien),local_only,l_SOL48,0.1406,0.0612
Procambarus clarkii (alien),local_only,l_SOL53,0.2399,0.0869
Procambarus clarkii (alien),local_only,l_SOL54,0.1771,0.0512
Procambarus clarkii (alien),local_only,l_SOL55,0.2168,0.0871
Procambarus clarkii (alien),local_only,l_SOL56,-0.226,0.0857
Procambarus clarkii (alien),local_only,l_SOL57,-0.0833,0.0294
Procambarus clarkii (alien),local_only,l_SOL58,-0.1232,0.0447
Procambarus clarkii (alien),local_only,l_SOL59,-0.1062,0.0357
Procambarus clarkii (alien),local_only,l_SOL60,-0.1422,0.0527
Procambarus clarkii (alien),local_only,l_SOL33,0.0567,0.069
Procambarus clarkii (alien),local_only,l_SOL34,0.1187,0.1239
Procambarus clarkii (alien),local_only,l_SOL35,0.0911,0.1244
Procambarus clarkii (alien),local_only,l_SOL36,0.174,0.1216
Procambarus clarkii (alien),local_only,l_SOL49,-0.0512,0.0042
Procambarus clarkii (alien),local_only,l_SOL50,-0.1024,0.0162
Procambarus clarkii (alien),local_only,l_SOL51,-0.0874,0.0135
Procambarus clarkii (alien),local_only,l_SOL52,-0.0908,0.0122
Procambarus clarkii (alien),local_only,l_TOP108,-0.0345,0.099
Procambarus clarkii (alien),local_only,l_TOP109,-0.1852,0.0986
Procambarus clarkii (alien),local_only,l_TOP110,0.0529,0.0238
Procambarus clarkii (alien),local_only,l_TOP111,0.0274,0.0231
Procambarus clarkii (alien),local_only,l_TOP112,0.1374,0.0758
Procambarus clarkii (alien),local_only,l_TOP113,-0.076,0.101
Procambarus clarkii (alien),local_only,l_TOP132,-0.0449,0.1042
Procambarus clarkii (alien),local_only,l_TOP114,-0.1568,0.0932
Procambarus clarkii (alien),local_only,l_TOP115,-0.3461,0.1545
Procambarus clarkii (alien),local_only,l_TOP116,-0.3529,0.1586
Procambarus clarkii (alien),local_only,l_TOP117,-0.0204,0.0142
Procambarus clarkii (alien),local_only,l_TOP118,-0.0205,0.0066
Procambarus clarkii (alien),local_only,l_TOP119,-0.0169,0.0134
Procambarus clarkii (alien),local_only,l_TOP120,-0.3529,0.1586
Procambarus clarkii (alien),local_only,l_TOP121,-0.3513,0.1565
Procambarus clarkii (alien),local_only,l_TOP122,-0.3505,0.1556
Procambarus clarkii (alien),local_only,l_TOP123,-0.1101,0.0638
Procambarus clarkii (alien),local_only,l_TOP1,0.1643,0.0733
Procambarus clarkii (alien),local_only,l_TOP2,-0.1676,0.0677
Procambarus clarkii (alien),local_only,l_TOP3,0.1466,0.0597
Procambarus clarkii (alien),local_only,l_TOP4,-0.1898,0.0781
Procambarus clarkii (alien),local_only,l_TOP5,0.1643,0.0731
Procambarus clarkii (alien),local_only,l_TOP6,-0.1515,0.0638
Procambarus clarkii (alien),local_only,l_TOP7,0.1581,0.0636
Procambarus clarkii (alien),local_only,l_TOP8,-0.1883,0.0816
Procambarus clarkii (alien),local_only,l_TOP9,-0.0397,0.0109
Procambarus clarkii (alien),local_only,l_TOP10,-0.1745,0.0795
Procambarus clarkii (alien),local_only,l_TOP11,-0.165,0.0709
Procambarus clarkii (alien),local_only,l_TOP12,-0.1869,0.0837
Procambarus clarkii (alien),local_only,l_TOP13,-0.0295,0.011
Procambarus clarkii (alien),local_only,l_TOP14,-0.1425,0.0721
Procambarus clarkii (alien),local_only,l_TOP15,-0.1459,0.0654
Procambarus clarkii (alien),local_only,l_TOP16,-0.1642,0.0764
Procambarus clarkii (alien),local_only,l_TOP17,-0.0079,0.0009
Procambarus clarkii (alien),local_only,l_TOP18,-0.0261,0.0521
Procambarus clarkii (alien),local_only,l_TOP19,-0.0608,0.0615
Procambarus clarkii (alien),local_only,l_TOP20,-0.0584,0.0645
Procambarus clarkii (alien),local_only,l_TOP21,-0.0152,0.0009
Procambarus clarkii (alien),local_only,l_TOP22,-0.076,0.1002
Procambarus clarkii (alien),local_only,l_TOP23,-0.0809,0.1026
Procambarus clarkii (alien),local_only,l_TOP24,-0.0815,0.1014
Procambarus clarkii (alien),local_only,l_TOP25,,0.0
Procambarus clarkii (alien),local_only,l_TOP26,0.0722,0.0418
Procambarus clarkii (alien),local_only,l_TOP27,0.0753,0.0399
Procambarus clarkii (alien),local_only,l_TOP28,0.0668,0.035
Procambarus clarkii (alien),local_only,l_TOP29,-0.1568,0.0934
Procambarus clarkii (alien),local_only,l_TOP30,-0.1567,0.0932
Procambarus clarkii (alien),local_only,l_TOP31,-0.1568,0.0933
Procambarus clarkii (alien),local_only,l_TOP32,0.0751,0.0304
Procambarus clarkii (alien),local_only,l_TOP33,,0.0
Procambarus clarkii (alien),local_only,l_TOP34,0.0756,0.0311
Procambarus clarkii (alien),local_only,l_TOP35,0.0801,0.0364
Procambarus clarkii (alien),local_only,l_TOP36,0.0751,0.0303
Procambarus clarkii (alien),local_only,l_TOP37,,0.0
Procambarus clarkii (alien),local_only,l_TOP38,0.1045,0.0598
Procambarus clarkii (alien),local_only,l_TOP39,0.1043,0.0461
Procambarus clarkii (alien),local_only,l_TOP40,0.0996,0.0431
Procambarus clarkii (alien),local_only,l_TOP41,-0.0029,0.0008
Procambarus clarkii (alien),local_only,l_TOP42,-0.1545,0.0766
Procambarus clarkii (alien),local_only,l_TOP43,-0.1619,0.0769
Procambarus clarkii (alien),local_only,l_TOP44,-0.1718,0.0786
Procambarus clarkii (alien),local_only,l_TOP45,-0.0284,0.0009
Procambarus clarkii (alien),local_only,l_TOP46,-0.2199,0.1382
Procambarus clarkii (alien),local_only,l_TOP47,-0.2227,0.1403
Procambarus clarkii (alien),local_only,l_TOP48,-0.2216,0.1388
Procambarus clarkii (alien),local_only,l_TOP49,0.0398,0.0174
Procambarus clarkii (alien),local_only,l_TOP50,-0.1381,0.0713
Procambarus clarkii (alien),local_only,l_TOP51,-0.1189,0.0574
Procambarus clarkii (alien),local_only,l_TOP52,-0.1377,0.0721
Procambarus clarkii (alien),local_only,l_TOP53,-0.3453,0.1524
Procambarus clarkii (alien),local_only,l_TOP54,-0.3442,0.1511
Procambarus clarkii (alien),local_only,l_TOP55,-0.3431,0.1502
Procambarus clarkii (alien),local_only,l_TOP56,-0.1099,0.0638
Procambarus clarkii (alien),local_only,l_TOP57,,0.0
Procambarus clarkii (alien),local_only,l_TOP58,-0.1085,0.0609
Procambarus clarkii (alien),local_only,l_TOP59,-0.0688,0.0395
Procambarus clarkii (alien),local_only,l_TOP60,-0.11,0.0639
Procambarus clarkii (alien),local_only,l_TOP61,0.0636,0.0134
Procambarus clarkii (alien),local_only,l_TOP62,0.0613,0.0129
Procambarus clarkii (alien),local_only,l_TOP63,0.0639,0.0117
Procambarus clarkii (alien),local_only,l_TOP64,0.0593,0.012
Procambarus clarkii (alien),local_only,l_TOP65,-0.0383,0.0141
Procambarus clarkii (alien),local_only,l_TOP66,-0.0371,0.019
Procambarus clarkii (alien),local_only,l_TOP67,-0.0397,0.0194
Procambarus clarkii (alien),local_only,l_TOP68,-0.0267,0.0179
Procambarus clarkii (alien),local_only,l_TOP69,-0.0001,0.0152
Procambarus clarkii (alien),local_only,l_TOP70,0.0613,0.0169
Procambarus clarkii (alien),local_only,l_TOP71,0.063,0.0143
Procambarus clarkii (alien),local_only,l_TOP72,0.0632,0.0143
Procambarus clarkii (alien),local_only,l_TOP73,-0.0361,0.0127
Procambarus clarkii (alien),local_only,l_TOP74,-0.0286,0.0156
Procambarus clarkii (alien),local_only,l_TOP75,-0.0341,0.0135
Procambarus clarkii (alien),local_only,l_TOP76,-0.0195,0.0134
Procambarus clarkii (alien),local_only,l_TOP77,,0.0
Procambarus clarkii (alien),local_only,l_TOP78,-0.0191,0.0118
Procambarus clarkii (alien),local_only,l_TOP79,-0.0127,0.0112
Procambarus clarkii (alien),local_only,l_TOP80,-0.021,0.0129
Procambarus clarkii (alien),local_only,l_TOP81,,0.0
Procambarus clarkii (alien),local_only,l_TOP82,-0.0191,0.0118
Procambarus clarkii (alien),local_only,l_TOP83,-0.0239,0.0141
Procambarus clarkii (alien),local_only,l_TOP84,-0.0211,0.013
Procambarus clarkii (alien),local_only,l_TOP85,-0.0106,0.0041
Procambarus clarkii (alien),local_only,l_TOP86,0.0602,0.0125
Procambarus clarkii (alien),local_only,l_TOP87,0.0644,0.0127
Procambarus clarkii (alien),local_only,l_TOP88,0.0634,0.0161
Procambarus clarkii (alien),local_only,l_TOP89,-0.0367,0.0098
Procambarus clarkii (alien),local_only,l_TOP90,-0.0375,0.0219
Procambarus clarkii (alien),local_only,l_TOP91,-0.0483,0.02
Procambarus clarkii (alien),local_only,l_TOP92,-0.033,0.0226
Procambarus clarkii (alien),local_only,l_TOP93,-0.0892,0.1318
Procambarus clarkii (alien),local_only,l_TOP94,0.054,0.0236
Procambarus clarkii (alien),local_only,l_TOP95,0.0518,0.0214
Procambarus clarkii (alien),local_only,l_TOP96,0.0528,0.0227
Procambarus clarkii (alien),local_only,l_TOP97,-0.1309,0.1427
Procambarus clarkii (alien),local_only,l_TOP98,0.054,0.0236
Procambarus clarkii (alien),local_only,l_TOP99,0.0481,0.0199
Procambarus clarkii (alien),local_only,l_TOP100,0.0548,0.0231
Procambarus clarkii (alien),local_only,l_TOP101,-0.1928,0.1739
Procambarus clarkii (alien),local_only,l_TOP102,-0.2192,0.2335
Procambarus clarkii (alien),local_only,l_TOP103,-0.205,0.0833
Procambarus clarkii (alien),local_only,l_TOP104,0.0434,0.0887
Procambarus clarkii (alien),local_only,l_TOP105,-0.2155,0.0982
Procambarus clarkii (alien),local_only,l_TOP106,-0.198,0.0932
Procambarus clarkii (alien),local_only,l_TOP107,0.1184,0.0577
Procambarus clarkii (alien),local_only,l_TOP133,-0.0122,0.0581
Procambarus clarkii (alien),local_only,l_TOP134,-0.0489,0.1112
Procambarus clarkii (alien),local_only,l_TOP135,-0.0434,0.1158
Procambarus clarkii (alien),local_only,l_TOP136,-0.0484,0.1121
Procambarus clarkii (alien),local_only,l_TOP137,-0.0966,0.0735
Procambarus clarkii (alien),local_only,l_TOP138,-0.0889,0.1042
Procambarus clarkii (alien),local_only,l_TOP139,-0.1291,0.11
Procambarus clarkii (alien),local_only,l_TOP140,-0.0954,0.1104
Procambarus clarkii (alien),local_only,l_TOP141,0.082,0.0618
Procambarus clarkii (alien),local_only,l_TOP142,-0.193,0.0964
Procambarus clarkii (alien),local_only,l_TOP143,-0.1014,0.0703
Procambarus clarkii (alien),local_only,l_TOP144,-0.2269,0.1026
Procambarus clarkii (alien),upstream_only,u_CLI3,-0.4474,0.2277
Procambarus clarkii (alien),upstream_only,u_CLI7,-0.2129,0.1641
Procambarus clarkii (alien),upstream_only,u_CLI11,-0.3586,0.1728
Procambarus clarkii (alien),upstream_only,u_CLI15,0.2767,0.0978
Procambarus clarkii (alien),upstream_only,u_CLI19,-0.2201,0.1416
Procambarus clarkii (alien),upstream_only,u_CLI23,-0.3974,0.1379
Procambarus clarkii (alien),upstream_only,u_CLI27,0.134,0.0842
Procambarus clarkii (alien),upstream_only,u_CLI31,-0.0904,0.0768
Procambarus clarkii (alien),upstream_only,u_CLI35,-0.3411,0.1501
Procambarus clarkii (alien),upstream_only,u_CLI39,-0.222,0.1252
Procambarus clarkii (alien),upstream_only,u_CLI43,-0.4957,0.1887
Procambarus clarkii (alien),upstream_only,u_CLI47,0.1244,0.1571
Procambarus clarkii (alien),upstream_only,u_CLI51,-0.1068,0.0746
Procambarus clarkii (alien),upstream_only,u_CLI55,0.3282,0.1828
Procambarus clarkii (alien),upstream_only,u_CLI59,-0.4295,0.2178
Procambarus clarkii (alien),upstream_only,u_CLI63,-0.051,0.0483
Procambarus clarkii (alien),upstream_only,u_CLI67,0.3136,0.178
Procambarus clarkii (alien),upstream_only,u_CLI71,0.0416,0.1335
Procambarus clarkii (alien),upstream_only,u_CLI75,0.1171,0.0756
Procambarus clarkii (alien),upstream_only,u_TOP126,-0.024,0.0432
Procambarus clarkii (alien),upstream_only,u_TOP130,-0.0162,0.05
Procambarus clarkii (alien),upstream_only,u_LAC1,0.0889,0.0372
Procambarus clarkii (alien),upstream_only,u_LAC2,-0.0831,0.0934
Procambarus clarkii (alien),upstream_only,u_LAC3,-0.086,0.0331
Procambarus clarkii (alien),upstream_only,u_LAC4,-0.0346,0.0684
Procambarus clarkii (alien),upstream_only,u_LAC5,-0.1387,0.0403
Procambarus clarkii (alien),upstream_only,u_LAC6,0.13,0.0604
Procambarus clarkii (alien),upstream_only,u_LAC7,-0.0409,0.0623
Procambarus clarkii (alien),upstream_only,u_LAC8,-0.0085,0.0262
Procambarus clarkii (alien),upstream_only,u_LAC9,0.0808,0.0359
Procambarus clarkii (alien),upstream_only,u_LAC10,-0.0753,0.0417
Procambarus clarkii (alien),upstream_only,u_LAC11,0.0445,0.0182
Procambarus clarkii (alien),upstream_only,u_LAC12,-0.2443,0.1641
Procambarus clarkii (alien),upstream_only,u_LAC13,0.0927,0.0509
Procambarus clarkii (alien),upstream_only,u_LAC14,0.0183,0.0002
Procambarus clarkii (alien),upstream_only,u_LAC15,-0.0246,0.0347
Procambarus clarkii (alien),upstream_only,u_LAC16,-0.0425,0.0036
Procambarus clarkii (alien),upstream_only,u_LAC17,-0.0137,0.0081
Procambarus clarkii (alien),upstream_only,u_LAC18,0.0192,0.014
Procambarus clarkii (alien),upstream_only,u_LAC19,0.0773,0.0618
Procambarus clarkii (alien),upstream_only,u_LAC20,-0.0173,0.044
Procambarus clarkii (alien),upstream_only,u_LAC21,0.0395,0.0274
Procambarus clarkii (alien),upstream_only,u_LAC22,0.034,0.0031
Procambarus clarkii (alien),upstream_only,u_SOL3,-0.1745,0.0529
Procambarus clarkii (alien),upstream_only,u_SOL11,-0.2571,0.1374
Procambarus clarkii (alien),upstream_only,u_SOL15,-0.0391,0.0477
Procambarus clarkii (alien),upstream_only,u_SOL19,0.2766,0.1745
Procambarus clarkii (alien),upstream_only,u_SOL7,-0.0892,0.0459
Procambarus clarkii (alien),upstream_only,u_SOL39,0.0634,0.056
Procambarus clarkii (alien),upstream_only,u_SOL43,-0.2125,0.1158
Procambarus clarkii (alien),upstream_only,u_SOL27,0.0968,0.0414
Procambarus clarkii (alien),upstream_only,u_SOL31,-0.1253,0.068
Procambarus clarkii (alien),upstream_only,u_SOL23,-0.2753,0.1472
Procambarus clarkii (alien),upstream_only,u_SOL47,0.1916,0.1116
Procambarus clarkii (alien),upstream_only,u_SOL55,0.2791,0.1834
Procambarus clarkii (alien),upstream_only,u_SOL59,-0.2304,0.0926
Procambarus clarkii (alien),upstream_only,u_SOL35,0.1151,0.0843
Procambarus clarkii (alien),upstream_only,u_SOL51,-0.0525,0.0205
Procambarus clarkii (alien),upstream_only,u_TOP105,-0.2155,0.0982
Procambarus clarkii (alien),upstream_only,u_TOP110,-0.0099,0.0793
Procambarus clarkii (alien),upstream_only,u_TOP111,-0.0562,0.1083
Procambarus clarkii (alien),upstream_only,u_TOP112,0.1829,0.0948
Procambarus clarkii (alien),upstream_only,u_TOP113,-0.0369,0.0943
Procambarus clarkii (alien),upstream_only,u_TOP114,-0.1479,0.0963
Procambarus clarkii (alien),upstream_only,u_TOP117,-0.2064,0.1298
Procambarus clarkii (alien),upstream_only,u_TOP119,-0.219,0.1242
Procambarus clarkii (alien),upstream_only,u_TOP122,-0.3649,0.1752
Procambarus clarkii (alien),upstream_only,u_TOP3,0.2282,0.1227
Procambarus clarkii (alien),upstream_only,u_TOP7,0.2244,0.1222
Procambarus clarkii (alien),upstream_only,u_TOP11,0.1026,0.126
Procambarus clarkii (alien),upstream_only,u_TOP15,-0.2063,0.1216
Procambarus clarkii (alien),upstream_only,u_TOP19,-0.188,0.1259
Procambarus clarkii (alien),upstream_only,u_TOP23,-0.1043,0.103
Procambarus clarkii (alien),upstream_only,u_TOP27,0.0874,0.0329
Procambarus clarkii (alien),upstream_only,u_TOP31,-0.1462,0.0953
Procambarus clarkii (alien),upstream_only,u_TOP35,0.0369,0.0613
Procambarus clarkii (alien),upstream_only,u_TOP39,-0.0665,0.0463
Procambarus clarkii (alien),upstream_only,u_TOP43,-0.1795,0.1301
Procambarus clarkii (alien),upstream_only,u_TOP47,-0.2783,0.1489
Procambarus clarkii (alien),upstream_only,u_TOP51,-0.2088,0.1177
Procambarus clarkii (alien),upstream_only,u_TOP55,-0.3606,0.1704
Procambarus clarkii (alien),upstream_only,u_TOP59,-0.2123,0.1265
Procambarus clarkii (alien),upstream_only,u_TOP63,0.0499,0.1143
Procambarus clarkii (alien),upstream_only,u_TOP67,-0.2181,0.1231
Procambarus clarkii (alien),upstream_only,u_TOP71,0.0476,0.1198
Procambarus clarkii (alien),upstream_only,u_TOP75,-0.2267,0.1241
Procambarus clarkii (alien),upstream_only,u_TOP79,-0.0956,0.133
Procambarus clarkii (alien),upstream_only,u_TOP83,-0.095,0.1395
Procambarus clarkii (alien),upstream_only,u_TOP87,0.0471,0.1269
Procambarus clarkii (alien),upstream_only,u_TOP91,-0.2509,0.132
Procambarus clarkii (alien),upstream_only,u_TOP95,0.0066,0.0851
Procambarus clarkii (alien),upstream_only,u_TOP99,0.0075,0.0835
Procambarus clarkii (alien),upstream_only,u_TOP103,-0.2862,0.1612
Procambarus clarkii (alien),upstream_only,u_TOP135,-0.0362,0.1197
Procambarus clarkii (alien),upstream_only,u_TOP139,-0.228,0.1278
Procambarus clarkii (alien),upstream_only,u_TOP143,0.1292,0.0774
Pacifastacus leniusculus (alien),local_only,l_CLI1,0.0961,0.2421
Pacifastacus leniusculus (alien),local_only,l_CLI2,0.1491,0.2551
Pacifastacus leniusculus (alien),local_only,l_CLI3,0.1214,0.2526
