entity,track,predictor,smd,ks
Austropotamobius torrentium (pooled),local_only,l_CLI66,0.2405,0.1487
Austropotamobius torrentium (pooled),local_only,l_CLI67,0.2333,0.1483
Austropotamobius torrentium (pooled),local_only,l_CLI68,0.2745,0.1211
Austropotamobius torrentium (pooled),local_only,l_CLI69,0.4716,0.2273
Austropotamobius torrentium (pooled),local_only,l_CLI70,0.4798,0.2268
Austropotamobius torrentium (pooled),local_only,l_CLI71,0.4764,0.2271
Austropotamobius torrentium (pooled),local_only,l_CLI72,0.2921,0.1087
Austropotamobius torrentium (pooled),local_only,l_CLI73,0.0298,0.096
Austropotamobius torrentium (pooled),local_only,l_CLI74,0.0434,0.1005
Austropotamobius torrentium (pooled),local_only,l_CLI75,0.0365,0.0974
Austropotamobius torrentium (pooled),local_only,l_CLI76,0.2033,0.114
Austropotamobius torrentium (pooled),local_only,l_TOP124,0.0099,0.3003
Austropotamobius torrentium (pooled),local_only,l_TOP125,0.1247,0.2687
Austropotamobius torrentium (pooled),local_only,l_TOP126,0.1217,0.3128
Austropotamobius torrentium (pooled),local_only,l_TOP127,0.1235,0.1434
Austropotamobius torrentium (pooled),local_only,l_TOP128,-0.0177,0.4029
Austropotamobius torrentium (pooled),local_only,l_TOP129,0.0961,0.2921
Austropotamobius torrentium (pooled),local_only,l_TOP130,0.0973,0.349
Austropotamobius torrentium (pooled),local_only,l_TOP131,0.1003,0.166
Austropotamobius torrentium (pooled),local_only,l_LAC1,0.2288,0.1299
Austropotamobius torrentium (pooled),local_only,l_LAC2,-0.0746,0.009
Austropotamobius torrentium (pooled),local_only,l_LAC3,-0.1354,0.043
Austropotamobius torrentium (pooled),local_only,l_LAC4,0.0066,0.0118
Austropotamobius torrentium (pooled),local_only,l_LAC5,,0.0
Austropotamobius torrentium (pooled),local_only,l_LAC6,-0.7125,0.3098
Austropotamobius torrentium (pooled),local_only,l_LAC7,0.1483,0.0996
Austropotamobius torrentium (pooled),local_only,l_LAC8,0.0406,0.0008
Austropotamobius torrentium (pooled),local_only,l_LAC9,-0.0051,0.04
Austropotamobius torrentium (pooled),local_only,l_LAC10,0.1209,0.1317
Austropotamobius torrentium (pooled),local_only,l_LAC11,0.0218,0.0029
Austropotamobius torrentium (pooled),local_only,l_LAC12,-0.1282,0.0126
Austropotamobius torrentium (pooled),local_only,l_LAC13,0.4011,0.2189
Austropotamobius torrentium (pooled),local_only,l_LAC14,,0.0
Austropotamobius torrentium (pooled),local_only,l_LAC15,0.0406,0.0008
Austropotamobius torrentium (pooled),local_only,l_LAC16,,0.0
Austropotamobius torrentium (pooled),local_only,l_LAC17,,0.0
Austropotamobius torrentium (pooled),local_only,l_LAC18,-0.044,0.001
Austropotamobius torrentium (pooled),local_only,l_LAC19,0.3525,0.1473
Austropotamobius torrentium (pooled),local_only,l_LAC20,0.0228,0.004
Austropotamobius torrentium (pooled),local_only,l_LAC21,0.0442,0.0172
Austropotamobius torrentium (pooled),local_only,l_LAC22,,0.0
Austropotamobius torrentium (pooled),local_only,l_SOL1,-0.4622,0.3118
Austropotamobius torrentium (pooled),local_only,l_SOL2,-0.2333,0.215
Austropotamobius torrentium (pooled),local_only,l_SOL3,-0.3536,0.2943
Austropotamobius torrentium (pooled),local_only,l_SOL4,0.2125,0.1131
Austropotamobius torrentium (pooled),local_only,l_SOL9,-0.8341,0.3853
Austropotamobius torrentium (pooled),local_only,l_SOL10,-0.7516,0.3918
Austropotamobius torrentium (pooled),local_only,l_SOL11,-0.8057,0.4166
Austropotamobius torrentium (pooled),local_only,l_SOL12,0.1084,0.1436
Austropotamobius torrentium (pooled),local_only,l_SOL13,0.1742,0.1045
Austropotamobius torrentium (pooled),local_only,l_SOL14,0.3801,0.1827
Austropotamobius torrentium (pooled),local_only,l_SOL15,0.2704,0.1461
Austropotamobius torrentium (pooled),local_only,l_SOL16,0.3888,0.186
Austropotamobius torrentium (pooled),local_only,l_SOL17,0.4043,0.1707
Austropotamobius torrentium (pooled),local_only,l_SOL18,0.6337,0.2418
Austropotamobius torrentium (pooled),local_only,l_SOL19,0.5497,0.2116
Austropotamobius torrentium (pooled),local_only,l_SOL20,0.4502,0.201
Austropotamobius torrentium (pooled),local_only,l_SOL5,-0.6637,0.279
Austropotamobius torrentium (pooled),local_only,l_SOL6,-0.5068,0.2611
Austropotamobius torrentium (pooled),local_only,l_SOL7,-0.6103,0.2914
Austropotamobius torrentium (pooled),local_only,l_SOL8,0.2724,0.13
Austropotamobius torrentium (pooled),local_only,l_SOL37,-0.0139,0.0723
Austropotamobius torrentium (pooled),local_only,l_SOL38,0.1877,0.1132
Austropotamobius torrentium (pooled),local_only,l_SOL39,0.1111,0.0598
Austropotamobius torrentium (pooled),local_only,l_SOL40,0.2308,0.184
Austropotamobius torrentium (pooled),local_only,l_SOL41,-0.7136,0.2898
Austropotamobius torrentium (pooled),local_only,l_SOL42,-0.5194,0.1955
Austropotamobius torrentium (pooled),local_only,l_SOL43,-0.625,0.2573
Austropotamobius torrentium (pooled),local_only,l_SOL44,0.3874,0.1701
Austropotamobius torrentium (pooled),local_only,l_SOL25,-0.0423,0.0651
Austropotamobius torrentium (pooled),local_only,l_SOL26,0.1139,0.1614
Austropotamobius torrentium (pooled),local_only,l_SOL27,0.0364,0.124
Austropotamobius torrentium (pooled),local_only,l_SOL28,0.2021,0.1075
Austropotamobius torrentium (pooled),local_only,l_SOL29,-0.8402,0.3949
Austropotamobius torrentium (pooled),local_only,l_SOL30,-0.4951,0.3017
Austropotamobius torrentium (pooled),local_only,l_SOL31,-0.7403,0.3624
Austropotamobius torrentium (pooled),local_only,l_SOL32,0.222,0.1024
Austropotamobius torrentium (pooled),local_only,l_SOL21,0.5873,0.2868
Austropotamobius torrentium (pooled),local_only,l_SOL22,0.4285,0.2419
Austropotamobius torrentium (pooled),local_only,l_SOL23,0.5318,0.2641
Austropotamobius torrentium (pooled),local_only,l_SOL24,-0.227,0.1023
Austropotamobius torrentium (pooled),local_only,l_SOL45,0.3947,0.1157
Austropotamobius torrentium (pooled),local_only,l_SOL46,0.5822,0.1853
Austropotamobius torrentium (pooled),local_only,l_SOL47,0.5058,0.1848
Austropotamobius torrentium (pooled),local_only,l_SOL48,0.2576,0.1179
Austropotamobius torrentium (pooled),local_only,l_SOL53,-0.2773,0.089
Austropotamobius torrentium (pooled),local_only,l_SOL54,-0.1617,0.039
Austropotamobius torrentium (pooled),local_only,l_SOL55,-0.2607,0.0931
Austropotamobius torrentium (pooled),local_only,l_SOL56,0.2626,0.0877
Austropotamobius torrentium (pooled),local_only,l_SOL57,0.3896,0.1635
Austropotamobius torrentium (pooled),local_only,l_SOL58,0.5492,0.212
Austropotamobius torrentium (pooled),local_only,l_SOL59,0.4954,0.2034
Austropotamobius torrentium (pooled),local_only,l_SOL60,0.2967,0.1549
Austropotamobius torrentium (pooled),local_only,l_SOL33,0.3249,0.1672
Austropotamobius torrentium (pooled),local_only,l_SOL34,0.5846,0.2415
Austropotamobius torrentium (pooled),local_only,l_SOL35,0.4924,0.2367
Austropotamobius torrentium (pooled),local_only,l_SOL36,0.4571,0.1943
Austropotamobius torrentium (pooled),local_only,l_SOL49,,0.0
Austropotamobius torrentium (pooled),local_only,l_SOL50,,0.0
Austropotamobius torrentium (pooled),local_only,l_SOL51,,0.0
Austropotamobius torrentium (pooled),local_only,l_SOL52,,0.0
Austropotamobius torrentium (pooled),local_only,l_TOP108,0.0369,0.4068
Austropotamobius torrentium (pooled),local_only,l_TOP109,0.5944,0.2997
Austropotamobius torrentium (pooled),local_only,l_TOP110,0.2121,0.1412
Austropotamobius torrentium (pooled),local_only,l_TOP111,0.1268,0.1015
Austropotamobius torrentium (pooled),local_only,l_TOP112,0.6878,0.3603
Austropotamobius torrentium (pooled),local_only,l_TOP113,-0.1458,0.3923
Austropotamobius torrentium (pooled),local_only,l_TOP132,-0.0067,0.3997
Austropotamobius torrentium (pooled),local_only,l_TOP114,0.5259,0.2744
Austropotamobius torrentium (pooled),local_only,l_TOP115,-0.0265,0.1127
Austropotamobius torrentium (pooled),local_only,l_TOP116,-0.0759,0.1065
Austropotamobius torrentium (pooled),local_only,l_TOP117,0.1613,0.142
Austropotamobius torrentium (pooled),local_only,l_TOP118,0.0371,0.0722
Austropotamobius torrentium (pooled),local_only,l_TOP119,0.1388,0.104
Austropotamobius torrentium (pooled),local_only,l_TOP120,-0.0759,0.1065
Austropotamobius torrentium (pooled),local_only,l_TOP121,-0.1166,0.1124
Austropotamobius torrentium (pooled),local_only,l_TOP122,-0.0819,0.1004
Austropotamobius torrentium (pooled),local_only,l_TOP123,-0.1418,0.1566
Austropotamobius torrentium (pooled),local_only,l_TOP1,0.5247,0.2428
Austropotamobius torrentium (pooled),local_only,l_TOP2,-0.5733,0.2504
Austropotamobius torrentium (pooled),local_only,l_TOP3,0.511,0.2472
Austropotamobius torrentium (pooled),local_only,l_TOP4,-0.7811,0.3157
Austropotamobius torrentium (pooled),local_only,l_TOP5,0.5266,0.2428
Austropotamobius torrentium (pooled),local_only,l_TOP6,-0.5261,0.2345
Austropotamobius torrentium (pooled),local_only,l_TOP7,0.6032,0.2655
Austropotamobius torrentium (pooled),local_only,l_TOP8,-0.7419,0.3103
Austropotamobius torrentium (pooled),local_only,l_TOP9,-0.0738,0.0368
Austropotamobius torrentium (pooled),local_only,l_TOP10,-0.5731,0.2705
Austropotamobius torrentium (pooled),local_only,l_TOP11,-0.5893,0.2863
Austropotamobius torrentium (pooled),local_only,l_TOP12,-0.6865,0.3157
Austropotamobius torrentium (pooled),local_only,l_TOP13,-0.0665,0.0824
Austropotamobius torrentium (pooled),local_only,l_TOP14,-0.3949,0.2341
Austropotamobius torrentium (pooled),local_only,l_TOP15,-0.5139,0.266
Austropotamobius torrentium (pooled),local_only,l_TOP16,-0.5849,0.293
Austropotamobius torrentium (pooled),local_only,l_TOP17,0.0322,0.0023
Austropotamobius torrentium (pooled),local_only,l_TOP18,0.1087,0.1626
Austropotamobius torrentium (pooled),local_only,l_TOP19,-0.0268,0.0885
Austropotamobius torrentium (pooled),local_only,l_TOP20,-0.0065,0.0792
Austropotamobius torrentium (pooled),local_only,l_TOP21,0.0419,0.0023
Austropotamobius torrentium (pooled),local_only,l_TOP22,-0.1455,0.3844
Austropotamobius torrentium (pooled),local_only,l_TOP23,-0.1904,0.3929
Austropotamobius torrentium (pooled),local_only,l_TOP24,-0.1728,0.3971
Austropotamobius torrentium (pooled),local_only,l_TOP25,,0.0
Austropotamobius torrentium (pooled),local_only,l_TOP26,0.1968,0.1509
Austropotamobius torrentium (pooled),local_only,l_TOP27,0.1877,0.1474
Austropotamobius torrentium (pooled),local_only,l_TOP28,0.1611,0.1408
Austropotamobius torrentium (pooled),local_only,l_TOP29,0.5257,0.2736
Austropotamobius torrentium (pooled),local_only,l_TOP30,0.5259,0.2744
Austropotamobius torrentium (pooled),local_only,l_TOP31,0.5258,0.2744
Austropotamobius torrentium (pooled),local_only,l_TOP32,0.2719,0.1931
Austropotamobius torrentium (pooled),local_only,l_TOP33,,0.0
Austropotamobius torrentium (pooled),local_only,l_TOP34,0.2659,0.1813
Austropotamobius torrentium (pooled),local_only,l_TOP35,0.2851,0.1945
Austropotamobius torrentium (pooled),local_only,l_TOP36,0.2719,0.1931
Austropotamobius torrentium (pooled),local_only,l_TOP37,,0.0
Austropotamobius torrentium (pooled),local_only,l_TOP38,0.3692,0.1775
Austropotamobius torrentium (pooled),local_only,l_TOP39,0.3272,0.1731
Austropotamobius torrentium (pooled),local_only,l_TOP40,0.3371,0.168
Austropotamobius torrentium (pooled),local_only,l_TOP41,0.0044,0.0023
Austropotamobius torrentium (pooled),local_only,l_TOP42,-0.4584,0.2562
Austropotamobius torrentium (pooled),local_only,l_TOP43,-0.5495,0.2824
Austropotamobius torrentium (pooled),local_only,l_TOP44,-0.5781,0.2968
Austropotamobius torrentium (pooled),local_only,l_TOP45,0.0381,0.0023
Austropotamobius torrentium (pooled),local_only,l_TOP46,-0.6999,0.3781
Austropotamobius torrentium (pooled),local_only,l_TOP47,-0.6959,0.4041
Austropotamobius torrentium (pooled),local_only,l_TOP48,-0.7057,0.396
Austropotamobius torrentium (pooled),local_only,l_TOP49,-0.0725,0.1172
Austropotamobius torrentium (pooled),local_only,l_TOP50,-0.3523,0.193
Austropotamobius torrentium (pooled),local_only,l_TOP51,-0.368,0.212
Austropotamobius torrentium (pooled),local_only,l_TOP52,-0.3848,0.229
Austropotamobius torrentium (pooled),local_only,l_TOP53,-0.0172,0.1325
Austropotamobius torrentium (pooled),local_only,l_TOP54,-0.0655,0.1011
Austropotamobius torrentium (pooled),local_only,l_TOP55,-0.0261,0.1259
Austropotamobius torrentium (pooled),local_only,l_TOP56,-0.1417,0.1568
Austropotamobius torrentium (pooled),local_only,l_TOP57,,0.0
Austropotamobius torrentium (pooled),local_only,l_TOP58,-0.1318,0.1233
Austropotamobius torrentium (pooled),local_only,l_TOP59,-0.0498,0.073
Austropotamobius torrentium (pooled),local_only,l_TOP60,-0.1416,0.1566
Austropotamobius torrentium (pooled),local_only,l_TOP61,-0.0437,0.0787
Austropotamobius torrentium (pooled),local_only,l_TOP62,-0.0438,0.0774
Austropotamobius torrentium (pooled),local_only,l_TOP63,-0.0437,0.0872
Austropotamobius torrentium (pooled),local_only,l_TOP64,-0.0439,0.0598
Austropotamobius torrentium (pooled),local_only,l_TOP65,0.0768,0.1269
Austropotamobius torrentium (pooled),local_only,l_TOP66,0.1381,0.1138
Austropotamobius torrentium (pooled),local_only,l_TOP67,0.1254,0.1111
Austropotamobius torrentium (pooled),local_only,l_TOP68,0.1186,0.0901
Austropotamobius torrentium (pooled),local_only,l_TOP69,0.0853,0.1254
Austropotamobius torrentium (pooled),local_only,l_TOP70,-0.0434,0.1067
Austropotamobius torrentium (pooled),local_only,l_TOP71,-0.0433,0.1081
Austropotamobius torrentium (pooled),local_only,l_TOP72,-0.0438,0.073
Austropotamobius torrentium (pooled),local_only,l_TOP73,0.0541,0.1149
Austropotamobius torrentium (pooled),local_only,l_TOP74,0.1662,0.1288
Austropotamobius torrentium (pooled),local_only,l_TOP75,0.1331,0.1112
Austropotamobius torrentium (pooled),local_only,l_TOP76,0.161,0.1054
Austropotamobius torrentium (pooled),local_only,l_TOP77,,0.0
Austropotamobius torrentium (pooled),local_only,l_TOP78,0.164,0.1449
Austropotamobius torrentium (pooled),local_only,l_TOP79,0.1512,0.14
Austropotamobius torrentium (pooled),local_only,l_TOP80,0.1713,0.1357
Austropotamobius torrentium (pooled),local_only,l_TOP81,,0.0
Austropotamobius torrentium (pooled),local_only,l_TOP82,0.164,0.1449
Austropotamobius torrentium (pooled),local_only,l_TOP83,0.1689,0.1623
Austropotamobius torrentium (pooled),local_only,l_TOP84,0.1711,0.1363
Austropotamobius torrentium (pooled),local_only,l_TOP85,0.0661,0.1028
Austropotamobius torrentium (pooled),local_only,l_TOP86,-0.0432,0.0818
Austropotamobius torrentium (pooled),local_only,l_TOP87,-0.0433,0.0816
Austropotamobius torrentium (pooled),local_only,l_TOP88,-0.0437,0.0601
Austropotamobius torrentium (pooled),local_only,l_TOP89,0.0023,0.1085
Austropotamobius torrentium (pooled),local_only,l_TOP90,0.1301,0.074
Austropotamobius torrentium (pooled),local_only,l_TOP91,0.0793,0.0948
Austropotamobius torrentium (pooled),local_only,l_TOP92,0.1104,0.0586
Austropotamobius torrentium (pooled),local_only,l_TOP93,-0.0195,0.402
Austropotamobius torrentium (pooled),local_only,l_TOP94,0.212,0.1395
Austropotamobius torrentium (pooled),local_only,l_TOP95,0.2135,0.146
Austropotamobius torrentium (pooled),local_only,l_TOP96,0.2094,0.1416
Austropotamobius torrentium (pooled),local_only,l_TOP97,-0.2662,0.4238
Austropotamobius torrentium (pooled),local_only,l_TOP98,0.212,0.1395
Austropotamobius torrentium (pooled),local_only,l_TOP99,0.1986,0.1388
Austropotamobius torrentium (pooled),local_only,l_TOP100,0.2158,0.1456
Austropotamobius torrentium (pooled),local_only,l_TOP101,-0.3421,0.5184
Austropotamobius torrentium (pooled),local_only,l_TOP102,-0.1421,0.7092
Austropotamobius torrentium (pooled),local_only,l_TOP103,-0.2777,0.1411
Austropotamobius torrentium (pooled),local_only,l_TOP104,0.1977,0.1197
Austropotamobius torrentium (pooled),local_only,l_TOP105,-0.7981,0.3768
Austropotamobius torrentium (pooled),local_only,l_TOP106,-0.7201,0.3554
Austropotamobius torrentium (pooled),local_only,l_TOP107,0.3302,0.1512
Austropotamobius torrentium (pooled),local_only,l_TOP133,-0.1199,0.2878
Austropotamobius torrentium (pooled),local_only,l_TOP134,0.004,0.4163
Austropotamobius torrentium (pooled),local_only,l_TOP135,-0.002,0.439
Austropotamobius torrentium (pooled),local_only,l_TOP136,0.0069,0.4311
Austropotamobius torrentium (pooled),local_only,l_TOP137,-0.5387,0.3096
Austropotamobius torrentium (pooled),local_only,l_TOP138,-0.4144,0.3894
Austropotamobius torrentium (pooled),local_only,l_TOP139,-0.5866,0.358
Austropotamobius torrentium (pooled),local_only,l_TOP140,-0.4033,0.3903
Austropotamobius torrentium (pooled),local_only,l_TOP141,0.4325,0.2544
Austropotamobius torrentium (pooled),local_only,l_TOP142,-0.5676,0.3317
Austropotamobius torrentium (pooled),local_only,l_TOP143,-0.0994,0.0626
Austropotamobius torrentium (pooled),local_only,l_TOP144,-0.8169,0.4081
Austropotamobius torrentium (pooled),upstream_only,u_CLI3,-0.088,0.1223
Austropotamobius torrentium (pooled),upstream_only,u_CLI7,-0.7708,0.4011
Austropotamobius torrentium (pooled),upstream_only,u_CLI11,-0.328,0.1353
Austropotamobius torrentium (pooled),upstream_only,u_CLI15,-0.7514,0.4272
Austropotamobius torrentium (pooled),upstream_only,u_CLI19,-0.3601,0.1825
Austropotamobius torrentium (pooled),upstream_only,u_CLI23,0.2779,0.2532
Austropotamobius torrentium (pooled),upstream_only,u_CLI27,-0.8518,0.3965
Austropotamobius torrentium (pooled),upstream_only,u_CLI31,0.5471,0.3142
Austropotamobius torrentium (pooled),upstream_only,u_CLI35,-0.3302,0.1695
Austropotamobius torrentium (pooled),upstream_only,u_CLI39,-0.281,0.1594
Austropotamobius torrentium (pooled),upstream_only,u_CLI43,0.1309,0.2008
Austropotamobius torrentium (pooled),upstream_only,u_CLI47,0.1119,0.1389
Austropotamobius torrentium (pooled),upstream_only,u_CLI51,0.0734,0.0979
Austropotamobius torrentium (pooled),upstream_only,u_CLI55,0.2329,0.1237
Austropotamobius torrentium (pooled),upstream_only,u_CLI59,-0.1099,0.1799
Austropotamobius torrentium (pooled),upstream_only,u_CLI63,0.1245,0.1218
Austropotamobius torrentium (pooled),upstream_only,u_CLI67,0.2063,0.1359
Austropotamobius torrentium (pooled),upstream_only,u_CLI71,0.4759,0.1888
Austropotamobius torrentium (pooled),upstream_only,u_CLI75,-0.0037,0.0737
Austropotamobius torrentium (pooled),upstream_only,u_TOP126,0.0984,0.1955
Austropotamobius torrentium (pooled),upstream_only,u_TOP130,0.0953,0.2621
Austropotamobius torrentium (pooled),upstream_only,u_LAC1,0.3641,0.1651
Austropotamobius torrentium (pooled),upstream_only,u_LAC2,-0.1879,0.0973
Austropotamobius torrentium (pooled),upstream_only,u_LAC3,0.0228,0.0806
Austropotamobius torrentium (pooled),upstream_only,u_LAC4,-0.1049,0.1044
Austropotamobius torrentium (pooled),upstream_only,u_LAC5,,0.0
Austropotamobius torrentium (pooled),upstream_only,u_LAC6,-0.857,0.4018
Austropotamobius torrentium (pooled),upstream_only,u_LAC7,0.1791,0.1233
Austropotamobius torrentium (pooled),upstream_only,u_LAC8,0.0167,0.0163
Austropotamobius torrentium (pooled),upstream_only,u_LAC9,-0.0301,0.0418
Austropotamobius torrentium (pooled),upstream_only,u_LAC10,0.3283,0.1966
Austropotamobius torrentium (pooled),upstream_only,u_LAC11,-0.0954,0.0246
Austropotamobius torrentium (pooled),upstream_only,u_LAC12,-0.1449,0.05
Austropotamobius torrentium (pooled),upstream_only,u_LAC13,0.472,0.2206
Austropotamobius torrentium (pooled),upstream_only,u_LAC14,-0.0686,0.0038
Austropotamobius torrentium (pooled),upstream_only,u_LAC15,-0.0211,0.0161
Austropotamobius torrentium (pooled),upstream_only,u_LAC16,,0.0
Austropotamobius torrentium (pooled),upstream_only,u_LAC17,,0.0
Austropotamobius torrentium (pooled),upstream_only,u_LAC18,0.0876,0.0062
Austropotamobius torrentium (pooled),upstream_only,u_LAC19,0.4441,0.2399
Austropotamobius torrentium (pooled),upstream_only,u_LAC20,-0.0528,0.0514
Austropotamobius torrentium (pooled),upstream_only,u_LAC21,0.1448,0.0365
Austropotamobius torrentium (pooled),upstream_only,u_LAC22,0.139,0.0124
Austropotamobius torrentium (pooled),upstream_only,u_SOL3,-0.2954,0.2776
Austropotamobius torrentium (pooled),upstream_only,u_SOL11,-0.6007,0.3286
Austropotamobius torrentium (pooled),upstream_only,u_SOL15,0.1689,0.1128
Austropotamobius torrentium (pooled),upstream_only,u_SOL19,0.5084,0.2286
Austropotamobius torrentium (pooled),upstream_only,u_SOL7,-0.488,0.2567
Austropotamobius torrentium (pooled),upstream_only,u_SOL39,0.0693,0.0726
Austropotamobius torrentium (pooled),upstream_only,u_SOL43,-0.5064,0.2314
Austropotamobius torrentium (pooled),upstream_only,u_SOL27,0.0801,0.1455
Austropotamobius torrentium (pooled),upstream_only,u_SOL31,-0.6205,0.3702
Austropotamobius torrentium (pooled),upstream_only,u_SOL23,0.4067,0.2304
Austropotamobius torrentium (pooled),upstream_only,u_SOL47,0.4663,0.1861
Austropotamobius torrentium (pooled),upstream_only,u_SOL55,-0.2128,0.1091
Austropotamobius torrentium (pooled),upstream_only,u_SOL59,0.3594,0.1438
Austropotamobius torrentium (pooled),upstream_only,u_SOL35,0.4873,0.2326
Austropotamobius torrentium (pooled),upstream_only,u_SOL51,-0.0541,0.0025
Austropotamobius torrentium (pooled),upstream_only,u_TOP105,-0.7981,0.3768
Austropotamobius torrentium (pooled),upstream_only,u_TOP110,0.1991,0.1108
Austropotamobius torrentium (pooled),upstream_only,u_TOP111,0.0999,0.0934
Austropotamobius torrentium (pooled),upstream_only,u_TOP112,0.5873,0.2476
Austropotamobius torrentium (pooled),upstream_only,u_TOP113,-0.0333,0.2677
Austropotamobius torrentium (pooled),upstream_only,u_TOP114,0.6102,0.2759
Austropotamobius torrentium (pooled),upstream_only,u_TOP117,-0.3861,0.2742
Austropotamobius torrentium (pooled),upstream_only,u_TOP119,-0.5235,0.293
Austropotamobius torrentium (pooled),upstream_only,u_TOP122,-0.4384,0.246
Austropotamobius torrentium (pooled),upstream_only,u_TOP3,0.6826,0.3187
Austropotamobius torrentium (pooled),upstream_only,u_TOP7,0.683,0.3208
Austropotamobius torrentium (pooled),upstream_only,u_TOP11,0.1459,0.3232
Austropotamobius torrentium (pooled),upstream_only,u_TOP15,-0.5152,0.3051
Austropotamobius torrentium (pooled),upstream_only,u_TOP19,-0.2517,0.1522
Austropotamobius torrentium (pooled),upstream_only,u_TOP23,-0.1473,0.2714
Austropotamobius torrentium (pooled),upstream_only,u_TOP27,0.1746,0.1176
Austropotamobius torrentium (pooled),upstream_only,u_TOP31,0.6323,0.2759
Austropotamobius torrentium (pooled),upstream_only,u_TOP35,0.2317,0.1083
Austropotamobius torrentium (pooled),upstream_only,u_TOP39,-0.1463,0.1063
Austropotamobius torrentium (pooled),upstream_only,u_TOP43,-0.2702,0.3402
Austropotamobius torrentium (pooled),upstream_only,u_TOP47,-0.5624,0.3257
Austropotamobius torrentium (pooled),upstream_only,u_TOP51,-0.4554,0.325
Austropotamobius torrentium (pooled),upstream_only,u_TOP55,-0.3677,0.2208
Austropotamobius torrentium (pooled),upstream_only,u_TOP59,-0.4448,0.3041
Austropotamobius torrentium (pooled),upstream_only,u_TOP63,-0.5208,0.3022
Austropotamobius torrentium (pooled),upstream_only,u_TOP67,-0.4711,0.2937
Austropotamobius torrentium (pooled),upstream_only,u_TOP71,-0.5235,0.2915
Austropotamobius torrentium (pooled),upstream_only,u_TOP75,-0.5317,0.2938
Austropotamobius torrentium (pooled),upstream_only,u_TOP79,-0.1343,0.2705
Austropotamobius torrentium (pooled),upstream_only,u_TOP83,-0.1349,0.2612
Austropotamobius torrentium (pooled),upstream_only,u_TOP87,-0.5537,0.3069
Austropotamobius torrentium (pooled),upstream_only,u_TOP91,-0.5413,0.3103
Austropotamobius torrentium (pooled),upstream_only,u_TOP95,0.217,0.1021
Austropotamobius torrentium (pooled),upstream_only,u_TOP99,0.2037,0.1006
Austropotamobius torrentium (pooled),upstream_only,u_TOP103,-0.3468,0.3442
Austropotamobius torrentium (pooled),upstream_only,u_TOP135,-0.1843,0.355
Austropotamobius torrentium (pooled),upstream_only,u_TOP139,-0.6047,0.3426
Austropotamobius torrentium (pooled),upstream_only,u_TOP143,0.4732,0.2646
Austropotamobius fulcisianus (pooled),local_only,l_CLI1,-0.7794,0.3656
Austropotamobius fulcisianus (pooled),local_only,l_CLI2,-0.6387,0.3104
Austropotamobius fulcisianus (pooled),local_only,l_CLI3,-0.7079,0.3535
Austropotamobius fulcisianus (pooled),local_only,l_CLI4,0.6234,0.264
Austropotamobius fulcisianus (pooled),local_only,l_CLI5,-0.3339,0.1734
Austropotamobius fulcisianus (pooled),local_only,l_CLI6,-0.3337,0.1734
Austropotamobius fulcisianus (pooled),local_only,l_CLI7,-0.3354,0.1747
Austropotamobius fulcisianus (pooled),local_only,l_CLI8,0.0542,0.0401
Austropotamobius fulcisianus (pooled),local_only,l_CLI9,-0.9437,0.5246
Austropotamobius fulcisianus (pooled),local_only,l_CLI10,-0.9343,0.5351
Austropotamobius fulcisianus (pooled),local_only,l_CLI11,-0.943,0.5324
Austropotamobius fulcisianus (pooled),local_only,l_CLI12,0.2759,0.1671
Austropotamobius fulcisianus (pooled),local_only,l_CLI13,0.9524,0.3604
Austropotamobius fulcisianus (pooled),local_only,l_CLI14,0.9792,0.3634
Austropotamobius fulcisianus (pooled),local_only,l_CLI15,0.968,0.3602
Austropotamobius fulcisianus (pooled),local_only,l_CLI16,0.3761,0.2667
Austropotamobius fulcisianus (pooled),local_only,l_CLI17,-0.7465,0.3134
Austropotamobius fulcisianus (pooled),local_only,l_CLI18,-0.5896,0.2385
Austropotamobius fulcisianus (pooled),local_only,l_CLI19,-0.6635,0.2774
Austropotamobius fulcisianus (pooled),local_only,l_CLI20,0.6339,0.2787
Austropotamobius fulcisianus (pooled),local_only,l_CLI21,-1.0159,0.4958
Austropotamobius fulcisianus (pooled),local_only,l_CLI22,-0.9691,0.4904
Austropotamobius fulcisianus (pooled),local_only,l_CLI23,-0.9919,0.4837
Austropotamobius fulcisianus (pooled),local_only,l_CLI24,0.6193,0.2577
Austropotamobius fulcisianus (pooled),local_only,l_CLI25,0.4607,0.1931
Austropotamobius fulcisianus (pooled),local_only,l_CLI26,0.4961,0.2045
Austropotamobius fulcisianus (pooled),local_only,l_CLI27,0.4807,0.2034
Austropotamobius fulcisianus (pooled),local_only,l_CLI28,0.3465,0.2393
Austropotamobius fulcisianus (pooled),local_only,l_CLI29,0.293,0.2177
Austropotamobius fulcisianus (pooled),local_only,l_CLI30,0.4963,0.2916
Austropotamobius fulcisianus (pooled),local_only,l_CLI31,0.4049,0.2516
Austropotamobius fulcisianus (pooled),local_only,l_CLI32,0.5899,0.2906
Austropotamobius fulcisianus (pooled),local_only,l_CLI33,-1.0437,0.4888
Austropotamobius fulcisianus (pooled),local_only,l_CLI34,-1.0103,0.4856
Austropotamobius fulcisianus (pooled),local_only,l_CLI35,-1.0217,0.4869
Austropotamobius fulcisianus (pooled),local_only,l_CLI36,0.3592,0.2669
Austropotamobius fulcisianus (pooled),local_only,l_CLI37,-0.5069,0.1905
