entity,algorithm,track,level,n_pixels_total,n_basins,coverage_uncorrected,coverage_conformal,median_width_uncorrected,median_width_conformal,median_q_hat,coverage_gap_pre,coverage_gap_post,width_inflation_factor,entity_dir,coverage,median_signed_diff,mean_abs_diff,auc_cont_oos,tss_cont_oos,brier_cont_oos,delta_auc,delta_tss,delta_brier,benchmark_presence_n,auc_clean_oos,tss_clean_oos,t5c_auc_mean,t5c_brier_mean,t5c_sensitivity_mean,t5c_specificity_mean,t5c_tss_mean,t5c_auc_sd,t5c_brier_sd,t5c_sensitivity_sd,t5c_specificity_sd,t5c_tss_sd,z_delta_auc,competent,passes_gate_contaminated,miscovered,silent_failure
Pacifastacus leniusculus (alien),random_forest,combined,20,37449,121,0.7764,0.932,0.1774,0.3932,0.091,0.1736,0.018,2.2165,Pacifastacus_leniusculus_alien,0.7764,-0.002,0.0797,0.8233,0.4619,0.1693,-0.0501,-0.1113,0.0242,4171.0,0.8734,0.5732,0.8778,0.1458,0.8116,0.7849,0.5965,0.0036,0.0019,0.0048,0.0101,0.0088,-13.8795,True,True,True,True
Pacifastacus leniusculus (alien),xgboost,local_only,3,37449,121,0.7352,0.9389,0.1657,0.2238,0.0246,0.2148,0.0111,1.3508,Pacifastacus_leniusculus_alien,0.7352,-0.0007,0.049,0.8636,0.564,0.1383,-0.0123,-0.0298,0.0064,4171.0,0.8758,0.5938,0.8793,0.1324,0.8286,0.7682,0.5968,0.0047,0.0036,0.0102,0.0114,0.011,-2.5959,True,True,True,True
Pacifastacus leniusculus (alien),xgboost,local_only,10,37449,121,0.6419,0.9323,0.182,0.3857,0.0909,0.3081,0.0177,2.1193,Pacifastacus_leniusculus_alien,0.6419,-0.001,0.0734,0.839,0.4999,0.1513,-0.0368,-0.0939,0.0194,4171.0,0.8758,0.5938,0.8793,0.1324,0.8286,0.7682,0.5968,0.0047,0.0036,0.0102,0.0114,0.011,-7.7665,True,True,True,True
Pacifastacus leniusculus (alien),xgboost,local_only,20,37449,121,0.5966,0.927,0.1848,0.572,0.1763,0.3534,0.023,3.0946,Pacifastacus_leniusculus_alien,0.5966,-0.0011,0.094,0.8162,0.4541,0.1675,-0.0596,-0.1398,0.0357,4171.0,0.8758,0.5938,0.8793,0.1324,0.8286,0.7682,0.5968,0.0047,0.0036,0.0102,0.0114,0.011,-12.5783,True,True,True,True
Pacifastacus leniusculus (alien),xgboost,upstream_only,3,37449,121,0.5601,0.9715,0.0796,0.0938,0.0071,0.3899,-0.0215,1.1782,Pacifastacus_leniusculus_alien,0.5601,-0.0094,0.0339,0.8097,0.472,0.1692,0.0047,-0.0053,-0.0034,4171.0,0.8049,0.4774,0.8148,0.1692,0.6484,0.8438,0.4923,0.0049,0.0026,0.0074,0.0085,0.0093,0.9531,True,True,True,True
Pacifastacus leniusculus (alien),xgboost,upstream_only,10,37449,121,0.5001,0.9685,0.0807,0.1396,0.0284,0.4499,-0.0185,1.7309,Pacifastacus_leniusculus_alien,0.5001,-0.0142,0.0515,0.7884,0.4273,0.1779,-0.0166,-0.0501,0.0053,4171.0,0.8049,0.4774,0.8148,0.1692,0.6484,0.8438,0.4923,0.0049,0.0026,0.0074,0.0085,0.0093,-3.3664,True,True,True,True
Pacifastacus leniusculus (alien),xgboost,upstream_only,20,37449,121,0.4623,0.9656,0.0792,0.2148,0.0623,0.4877,-0.0156,2.7113,Pacifastacus_leniusculus_alien,0.4623,-0.0156,0.0716,0.7693,0.3878,0.1892,-0.0356,-0.0896,0.0166,4171.0,0.8049,0.4774,0.8148,0.1692,0.6484,0.8438,0.4923,0.0049,0.0026,0.0074,0.0085,0.0093,-7.2195,True,True,True,True
Pacifastacus leniusculus (alien),xgboost,combined,3,37449,121,0.7493,0.9401,0.1648,0.2267,0.026,0.2007,0.0099,1.375,Pacifastacus_leniusculus_alien,0.7493,-0.0005,0.0502,0.8681,0.5709,0.1351,-0.0111,-0.0215,0.0044,4171.0,0.8792,0.5924,0.8823,0.1302,0.8302,0.7725,0.6027,0.0039,0.0031,0.008,0.0114,0.011,-2.8533,True,True,True,True
Pacifastacus leniusculus (alien),xgboost,combined,10,37449,121,0.6717,0.932,0.1809,0.3963,0.0956,0.2783,0.018,2.1901,Pacifastacus_leniusculus_alien,0.6717,-0.0008,0.0737,0.8448,0.5061,0.148,-0.0344,-0.0862,0.0173,4171.0,0.8792,0.5924,0.8823,0.1302,0.8302,0.7725,0.6027,0.0039,0.0031,0.008,0.0114,0.011,-8.8428,True,True,True,True
Pacifastacus leniusculus (alien),xgboost,combined,20,37449,121,0.6214,0.9276,0.1836,0.5914,0.1845,0.3286,0.0224,3.2212,Pacifastacus_leniusculus_alien,0.6214,-0.0009,0.0946,0.8209,0.4574,0.165,-0.0584,-0.135,0.0344,4171.0,0.8792,0.5924,0.8823,0.1302,0.8302,0.7725,0.6027,0.0039,0.0031,0.008,0.0114,0.011,-15.0121,True,True,True,True
Pontastacus leptodactylus (pooled),random_forest,local_only,3,22945,112,0.9097,0.9503,0.2016,0.2352,0.0166,0.0403,-0.0003,1.1667,Pontastacus_leptodactylus_pooled,0.9097,-0.0011,0.0418,0.8016,0.467,0.1725,0.0213,0.0303,-0.0056,1496.0,0.7804,0.4366,0.8001,0.1707,0.7156,0.7463,0.462,0.0067,0.0025,0.011,0.0129,0.0132,3.1945,True,True,False,False
Pontastacus leptodactylus (pooled),random_forest,local_only,10,22945,112,0.9038,0.9497,0.2181,0.2583,0.0203,0.0462,0.0003,1.1844,Pontastacus_leptodactylus_pooled,0.9038,-0.0101,0.0488,0.7916,0.4391,0.1807,0.0113,0.0024,0.0025,1496.0,0.7804,0.4366,0.8001,0.1707,0.7156,0.7463,0.462,0.0067,0.0025,0.011,0.0129,0.0132,1.6947,True,True,False,False
Pontastacus leptodactylus (pooled),random_forest,local_only,20,22945,112,0.8661,0.9478,0.2279,0.3013,0.0376,0.0839,0.0022,1.3224,Pontastacus_leptodactylus_pooled,0.8661,-0.0219,0.0617,0.7853,0.4225,0.1849,0.005,-0.0141,0.0067,1496.0,0.7804,0.4366,0.8001,0.1707,0.7156,0.7463,0.462,0.0067,0.0025,0.011,0.0129,0.0132,0.7499,True,True,True,True
Pontastacus leptodactylus (pooled),random_forest,upstream_only,3,22945,112,0.9966,0.9966,0.0459,0.0459,0.0,-0.0466,-0.0466,1.0,Pontastacus_leptodactylus_pooled,0.9966,-0.0003,0.0091,0.5287,0.0209,0.2492,0.0013,-0.0136,-0.0001,1496.0,0.5274,0.0345,0.5343,0.2485,0.3426,0.6923,0.0349,0.0117,0.001,0.0697,0.075,0.0199,0.1114,False,False,False,False
Pontastacus leptodactylus (pooled),random_forest,upstream_only,10,22945,112,0.9966,0.9966,0.0466,0.0466,0.0,-0.0466,-0.0466,1.0,Pontastacus_leptodactylus_pooled,0.9966,-0.0028,0.0097,0.5283,0.0215,0.2492,0.0009,-0.013,-0.0002,1496.0,0.5274,0.0345,0.5343,0.2485,0.3426,0.6923,0.0349,0.0117,0.001,0.0697,0.075,0.0199,0.0771,False,False,False,False
Pontastacus leptodactylus (pooled),random_forest,upstream_only,20,22945,112,1.0,1.0,0.0535,0.0535,0.0,-0.05,-0.05,1.0,Pontastacus_leptodactylus_pooled,1.0,-0.0129,0.015,0.5326,0.032,0.2493,0.0052,-0.0025,-0.0001,1496.0,0.5274,0.0345,0.5343,0.2485,0.3426,0.6923,0.0349,0.0117,0.001,0.0697,0.075,0.0199,0.4454,False,False,False,False
Pontastacus leptodactylus (pooled),random_forest,combined,3,22945,112,0.9097,0.9503,0.2016,0.2352,0.0166,0.0403,-0.0003,1.1667,Pontastacus_leptodactylus_pooled,0.9097,-0.0011,0.0418,0.8016,0.467,0.1725,0.0213,0.0303,-0.0056,1496.0,0.7804,0.4366,0.8001,0.1707,0.7156,0.7463,0.462,0.0067,0.0025,0.011,0.0129,0.0132,3.1945,True,True,False,False
Pontastacus leptodactylus (pooled),random_forest,combined,10,22945,112,0.9038,0.9497,0.2181,0.2583,0.0203,0.0462,0.0003,1.1844,Pontastacus_leptodactylus_pooled,0.9038,-0.0101,0.0488,0.7916,0.4391,0.1807,0.0113,0.0024,0.0025,1496.0,0.7804,0.4366,0.8001,0.1707,0.7156,0.7463,0.462,0.0067,0.0025,0.011,0.0129,0.0132,1.6947,True,True,False,False
Pontastacus leptodactylus (pooled),random_forest,combined,20,22945,112,0.8661,0.9478,0.2279,0.3013,0.0376,0.0839,0.0022,1.3224,Pontastacus_leptodactylus_pooled,0.8661,-0.0219,0.0617,0.7853,0.4225,0.1849,0.005,-0.0141,0.0067,1496.0,0.7804,0.4366,0.8001,0.1707,0.7156,0.7463,0.462,0.0067,0.0025,0.011,0.0129,0.0132,0.7499,True,True,True,True
Pontastacus leptodactylus (pooled),xgboost,local_only,3,22945,112,0.876,0.9501,0.2323,0.2548,0.011,0.074,-0.0001,1.0968,Pontastacus_leptodactylus_pooled,0.876,-0.008,0.0638,0.8081,0.478,0.1758,0.0181,0.0442,-0.0113,1496.0,0.7899,0.4338,0.8078,0.1738,0.7185,0.7552,0.4736,0.0082,0.0045,0.0144,0.0146,0.016,2.2081,True,True,True,True
Pontastacus leptodactylus (pooled),xgboost,local_only,10,22945,112,0.8394,0.9475,0.276,0.3112,0.0179,0.1106,0.0025,1.1274,Pontastacus_leptodactylus_pooled,0.8394,-0.0173,0.0757,0.7987,0.4518,0.1867,0.0088,0.018,-0.0004,1496.0,0.7899,0.4338,0.8078,0.1738,0.7185,0.7552,0.4736,0.0082,0.0045,0.0144,0.0146,0.016,1.0735,True,True,True,True
Pontastacus leptodactylus (pooled),xgboost,local_only,20,22945,112,0.7715,0.9447,0.3039,0.3724,0.0354,0.1785,0.0053,1.2254,Pontastacus_leptodactylus_pooled,0.7715,-0.0278,0.0913,0.7909,0.4336,0.1904,0.001,-0.0003,0.0033,1496.0,0.7899,0.4338,0.8078,0.1738,0.7185,0.7552,0.4736,0.0082,0.0045,0.0144,0.0146,0.016,0.122,True,True,True,True
Pontastacus leptodactylus (pooled),xgboost,upstream_only,3,22945,112,0.9995,0.9995,0.0457,0.0457,0.0,-0.0495,-0.0495,1.0,Pontastacus_leptodactylus_pooled,0.9995,0.0009,0.009,0.5283,0.0338,0.2564,0.0031,-0.0177,-0.0031,1496.0,0.5252,0.0515,0.5347,0.2605,0.3842,0.6601,0.0443,0.0122,0.0014,0.0287,0.0315,0.0145,0.2533,False,False,False,False
Pontastacus leptodactylus (pooled),xgboost,upstream_only,10,22945,112,0.9966,0.9966,0.048,0.048,0.0,-0.0466,-0.0466,1.0,Pontastacus_leptodactylus_pooled,0.9966,-0.0014,0.0093,0.5292,0.0338,0.2538,0.004,-0.0176,-0.0057,1496.0,0.5252,0.0515,0.5347,0.2605,0.3842,0.6601,0.0443,0.0122,0.0014,0.0287,0.0315,0.0145,0.3269,False,False,False,False
Pontastacus leptodactylus (pooled),xgboost,upstream_only,20,22945,112,0.9995,0.9995,0.0527,0.0527,0.0,-0.0495,-0.0495,1.0,Pontastacus_leptodactylus_pooled,0.9995,-0.0117,0.015,0.533,0.0359,0.2536,0.0078,-0.0156,-0.0059,1496.0,0.5252,0.0515,0.5347,0.2605,0.3842,0.6601,0.0443,0.0122,0.0014,0.0287,0.0315,0.0145,0.6374,False,False,False,False
Pontastacus leptodactylus (pooled),xgboost,combined,3,22945,112,0.876,0.9501,0.2323,0.2548,0.011,0.074,-0.0001,1.0968,Pontastacus_leptodactylus_pooled,0.876,-0.008,0.0638,0.8081,0.478,0.1758,0.0181,0.0442,-0.0113,1496.0,0.7899,0.4338,0.8078,0.1738,0.7185,0.7552,0.4736,0.0082,0.0045,0.0144,0.0146,0.016,2.2081,True,True,True,True
Pontastacus leptodactylus (pooled),xgboost,combined,10,22945,112,0.8394,0.9475,0.276,0.3112,0.0179,0.1106,0.0025,1.1274,Pontastacus_leptodactylus_pooled,0.8394,-0.0173,0.0757,0.7987,0.4518,0.1867,0.0088,0.018,-0.0004,1496.0,0.7899,0.4338,0.8078,0.1738,0.7185,0.7552,0.4736,0.0082,0.0045,0.0144,0.0146,0.016,1.0735,True,True,True,True
Pontastacus leptodactylus (pooled),xgboost,combined,20,22945,112,0.7715,0.9447,0.3039,0.3724,0.0354,0.1785,0.0053,1.2254,Pontastacus_leptodactylus_pooled,0.7715,-0.0278,0.0913,0.7909,0.4336,0.1904,0.001,-0.0003,0.0033,1496.0,0.7899,0.4338,0.8078,0.1738,0.7185,0.7552,0.4736,0.0082,0.0045,0.0144,0.0146,0.016,0.122,True,True,True,True
Procambarus clarkii (alien),random_forest,local_only,3,48267,405,0.9097,0.9531,0.1538,0.1658,0.0052,0.0403,-0.0031,1.078,Procambarus_clarkii_alien,0.9097,0.0013,0.038,0.9088,0.6696,0.1161,-0.0012,0.008,0.002,7711.0,0.91,0.6616,0.9097,0.114,0.8538,0.8082,0.662,0.0025,0.001,0.0042,0.0064,0.0068,-0.4826,True,True,False,False
Procambarus clarkii (alien),random_forest,local_only,10,48267,405,0.9054,0.953,0.1686,0.1833,0.0063,0.0446,-0.003,1.0872,Procambarus_clarkii_alien,0.9054,-0.0014,0.0411,0.9005,0.6528,0.1214,-0.0096,-0.0088,0.0073,7711.0,0.91,0.6616,0.9097,0.114,0.8538,0.8082,0.662,0.0025,0.001,0.0042,0.0064,0.0068,-3.8606,True,True,False,False
Procambarus clarkii (alien),random_forest,local_only,20,48267,405,0.8817,0.9528,0.1792,0.2042,0.0103,0.0683,-0.0028,1.1395,Procambarus_clarkii_alien,0.8817,-0.0041,0.0473,0.8939,0.6357,0.125,-0.0161,-0.0259,0.0109,7711.0,0.91,0.6616,0.9097,0.114,0.8538,0.8082,0.662,0.0025,0.001,0.0042,0.0064,0.0068,-6.4745,True,True,True,True
Procambarus clarkii (alien),random_forest,upstream_only,3,48267,405,1.0,1.0,0.0231,0.0231,0.0,-0.05,-0.05,1.0,Procambarus_clarkii_alien,1.0,-0.0011,0.0042,0.4893,-0.0232,0.252,0.0021,0.0112,-0.0002,7711.0,0.4871,-0.0344,0.4908,0.2522,0.5369,0.4449,-0.0182,0.0056,0.0004,0.031,0.0356,0.0092,0.3745,False,False,False,False
Procambarus clarkii (alien),random_forest,upstream_only,10,48267,405,0.6522,1.0,0.0224,0.0239,0.0008,0.2978,-0.05,1.0677,Procambarus_clarkii_alien,0.6522,-0.0006,0.0053,0.496,-0.0112,0.2516,0.0089,0.0231,-0.0006,7711.0,0.4871,-0.0344,0.4908,0.2522,0.5369,0.4449,-0.0182,0.0056,0.0004,0.031,0.0356,0.0092,1.5873,False,False,True,False
Procambarus clarkii (alien),random_forest,upstream_only,20,48267,405,0.6522,1.0,0.0271,0.0347,0.0038,0.2978,-0.05,1.281,Procambarus_clarkii_alien,0.6522,-0.0016,0.0095,0.5049,0.002,0.2514,0.0178,0.0364,-0.0008,7711.0,0.4871,-0.0344,0.4908,0.2522,0.5369,0.4449,-0.0182,0.0056,0.0004,0.031,0.0356,0.0092,3.1747,False,False,True,False
Procambarus clarkii (alien),random_forest,combined,3,48267,405,0.9097,0.9531,0.1538,0.1658,0.0052,0.0403,-0.0031,1.078,Procambarus_clarkii_alien,0.9097,0.0013,0.038,0.9088,0.6696,0.1161,-0.0012,0.008,0.002,7711.0,0.91,0.6616,0.9097,0.114,0.8538,0.8082,0.662,0.0025,0.001,0.0042,0.0064,0.0068,-0.4826,True,True,False,False
Procambarus clarkii (alien),random_forest,combined,10,48267,405,0.9054,0.953,0.1686,0.1833,0.0063,0.0446,-0.003,1.0872,Procambarus_clarkii_alien,0.9054,-0.0014,0.0411,0.9005,0.6528,0.1214,-0.0096,-0.0088,0.0073,7711.0,0.91,0.6616,0.9097,0.114,0.8538,0.8082,0.662,0.0025,0.001,0.0042,0.0064,0.0068,-3.8606,True,True,False,False
Procambarus clarkii (alien),random_forest,combined,20,48267,405,0.8817,0.9528,0.1792,0.2042,0.0103,0.0683,-0.0028,1.1395,Procambarus_clarkii_alien,0.8817,-0.0041,0.0473,0.8939,0.6357,0.125,-0.0161,-0.0259,0.0109,7711.0,0.91,0.6616,0.9097,0.114,0.8538,0.8082,0.662,0.0025,0.001,0.0042,0.0064,0.0068,-6.4745,True,True,True,True
Procambarus clarkii (alien),xgboost,local_only,3,48267,405,0.8943,0.9523,0.1237,0.1334,0.0035,0.0557,-0.0023,1.0787,Procambarus_clarkii_alien,0.8943,-0.0012,0.0336,0.9085,0.6669,0.1124,-0.0008,0.0098,0.0001,7711.0,0.9094,0.6571,0.9104,0.1108,0.8506,0.8095,0.6601,0.0024,0.0016,0.0049,0.0066,0.0069,-0.331,True,True,True,True
Procambarus clarkii (alien),xgboost,local_only,10,48267,405,0.8568,0.9514,0.1321,0.1535,0.0079,0.0932,-0.0014,1.1615,Procambarus_clarkii_alien,0.8568,-0.0027,0.0383,0.8994,0.6464,0.1177,-0.01,-0.0107,0.0054,7711.0,0.9094,0.6571,0.9104,0.1108,0.8506,0.8095,0.6601,0.0024,0.0016,0.0049,0.0066,0.0069,-4.1376,True,True,True,True
Procambarus clarkii (alien),xgboost,local_only,20,48267,405,0.8058,0.9508,0.1383,0.1864,0.0188,0.1442,-0.0008,1.3483,Procambarus_clarkii_alien,0.8058,-0.0039,0.0457,0.894,0.6306,0.1205,-0.0153,-0.0266,0.0082,7711.0,0.9094,0.6571,0.9104,0.1108,0.8506,0.8095,0.6601,0.0024,0.0016,0.0049,0.0066,0.0069,-6.3305,True,True,True,True
Procambarus clarkii (alien),xgboost,upstream_only,3,48267,405,1.0,1.0,0.0234,0.0234,0.0,-0.05,-0.05,1.0,Procambarus_clarkii_alien,1.0,-0.0017,0.0043,0.489,-0.0097,0.2646,0.002,-0.0085,-0.0005,7711.0,0.4871,-0.0012,0.4909,0.2647,0.3947,0.605,-0.0003,0.0057,0.0006,0.0339,0.0352,0.0043,0.3537,False,False,False,False
Procambarus clarkii (alien),xgboost,upstream_only,10,48267,405,0.6522,1.0,0.0215,0.0242,0.0013,0.2978,-0.05,1.1234,Procambarus_clarkii_alien,0.6522,-0.0001,0.0058,0.4958,-0.0049,0.2653,0.0087,-0.0037,0.0002,7711.0,0.4871,-0.0012,0.4909,0.2647,0.3947,0.605,-0.0003,0.0057,0.0006,0.0339,0.0352,0.0043,1.5385,False,False,True,False
Procambarus clarkii (alien),xgboost,upstream_only,20,48267,405,0.519,1.0,0.0269,0.0357,0.0044,0.431,-0.05,1.3274,Procambarus_clarkii_alien,0.519,-0.0034,0.0098,0.5046,0.0001,0.2651,0.0175,0.0013,0.0001,7711.0,0.4871,-0.0012,0.4909,0.2647,0.3947,0.605,-0.0003,0.0057,0.0006,0.0339,0.0352,0.0043,3.0948,False,False,True,False
Procambarus clarkii (alien),xgboost,combined,3,48267,405,0.8943,0.9523,0.1237,0.1334,0.0035,0.0557,-0.0023,1.0787,Procambarus_clarkii_alien,0.8943,-0.0012,0.0336,0.9085,0.6669,0.1124,-0.0008,0.0098,0.0001,7711.0,0.9094,0.6571,0.9104,0.1108,0.8506,0.8095,0.6601,0.0024,0.0016,0.0049,0.0066,0.0069,-0.331,True,True,True,True
Procambarus clarkii (alien),xgboost,combined,10,48267,405,0.8568,0.9514,0.1321,0.1535,0.0079,0.0932,-0.0014,1.1615,Procambarus_clarkii_alien,0.8568,-0.0027,0.0383,0.8994,0.6464,0.1177,-0.01,-0.0107,0.0054,7711.0,0.9094,0.6571,0.9104,0.1108,0.8506,0.8095,0.6601,0.0024,0.0016,0.0049,0.0066,0.0069,-4.1376,True,True,True,True
Procambarus clarkii (alien),xgboost,combined,20,48267,405,0.8058,0.9508,0.1383,0.1864,0.0188,0.1442,-0.0008,1.3483,Procambarus_clarkii_alien,0.8058,-0.0039,0.0457,0.894,0.6306,0.1205,-0.0153,-0.0266,0.0082,7711.0,0.9094,0.6571,0.9104,0.1108,0.8506,0.8095,0.6601,0.0024,0.0016,0.0049,0.0066,0.0069,-6.3305,True,True,True,True
Procambarus clarkii (native),random_forest,local_only,3,19320,49,0.916,0.9664,0.0673,0.0836,0.0034,0.034,-0.0164,1.2414,Procambarus_clarkii_native,0.916,-0.0004,0.0213,0.8218,0.3498,0.0984,-0.0171,-0.0901,0.0144,1915.0,0.839,0.4399,0.8491,0.0796,0.9078,0.5671,0.4749,0.0151,0.0031,0.0037,0.024,0.024,-1.1312,True,True,False,False
Procambarus clarkii (native),random_forest,local_only,10,19320,49,0.9109,0.9663,0.0673,0.0886,0.0043,0.0391,-0.0163,1.3165,Procambarus_clarkii_native,0.9109,-0.0004,0.0223,0.8156,0.3354,0.0999,-0.0233,-0.1045,0.0159,1915.0,0.839,0.4399,0.8491,0.0796,0.9078,0.5671,0.4749,0.0151,0.0031,0.0037,0.024,0.024,-1.5413,True,True,False,False
Procambarus clarkii (native),random_forest,local_only,20,19320,49,0.8983,0.9609,0.0689,0.0893,0.0064,0.0517,-0.0109,1.2974,Procambarus_clarkii_native,0.8983,-0.0004,0.0244,0.8307,0.3994,0.0817,-0.0083,-0.0405,-0.0023,1915.0,0.839,0.4399,0.8491,0.0796,0.9078,0.5671,0.4749,0.0151,0.0031,0.0037,0.024,0.024,-0.549,True,True,True,True
Procambarus clarkii (native),random_forest,upstream_only,3,19320,49,1.0,1.0,0.0428,0.0428,0.0,-0.05,-0.05,1.0,Procambarus_clarkii_native,1.0,0.004,0.0101,0.4764,-0.0359,0.2544,0.0027,0.0515,-0.0029,1915.0,0.4737,-0.0874,0.4964,0.2534,0.6064,0.389,-0.0046,0.0255,0.0017,0.041,0.039,0.0276,0.1059,False,False,False,False
Procambarus clarkii (native),random_forest,upstream_only,10,19320,49,1.0,1.0,0.0419,0.0419,0.0,-0.05,-0.05,1.0,Procambarus_clarkii_native,1.0,0.0057,0.014,0.4788,-0.0423,0.2545,0.0051,0.0451,-0.0028,1915.0,0.4737,-0.0874,0.4964,0.2534,0.6064,0.389,-0.0046,0.0255,0.0017,0.041,0.039,0.0276,0.1999,False,False,False,False
Procambarus clarkii (native),random_forest,upstream_only,20,19320,49,0.9589,0.9589,0.0511,0.0511,0.0,-0.0089,-0.0089,1.0,Procambarus_clarkii_native,0.9589,0.0055,0.0133,0.4911,-0.0138,0.253,0.0174,0.0736,-0.0044,1915.0,0.4737,-0.0874,0.4964,0.2534,0.6064,0.389,-0.0046,0.0255,0.0017,0.041,0.039,0.0276,0.6822,False,False,False,False
Procambarus clarkii (native),random_forest,combined,3,19320,49,0.916,0.9664,0.0673,0.0836,0.0034,0.034,-0.0164,1.2414,Procambarus_clarkii_native,0.916,-0.0004,0.0213,0.8218,0.3498,0.0984,-0.0171,-0.0901,0.0144,1915.0,0.839,0.4399,0.8491,0.0796,0.9078,0.5671,0.4749,0.0151,0.0031,0.0037,0.024,0.024,-1.1312,True,True,False,False
Procambarus clarkii (native),random_forest,combined,10,19320,49,0.9109,0.9663,0.0673,0.0886,0.0043,0.0391,-0.0163,1.3165,Procambarus_clarkii_native,0.9109,-0.0004,0.0223,0.8156,0.3354,0.0999,-0.0233,-0.1045,0.0159,1915.0,0.839,0.4399,0.8491,0.0796,0.9078,0.5671,0.4749,0.0151,0.0031,0.0037,0.024,0.024,-1.5413,True,True,False,False
Procambarus clarkii (native),random_forest,combined,20,19320,49,0.8983,0.9609,0.0689,0.0893,0.0064,0.0517,-0.0109,1.2974,Procambarus_clarkii_native,0.8983,-0.0004,0.0244,0.8307,0.3994,0.0817,-0.0083,-0.0405,-0.0023,1915.0,0.839,0.4399,0.8491,0.0796,0.9078,0.5671,0.4749,0.0151,0.0031,0.0037,0.024,0.024,-0.549,True,True,True,True
Procambarus clarkii (native),xgboost,local_only,3,19320,49,0.8982,0.9656,0.0567,0.061,0.0003,0.0518,-0.0156,1.0763,Procambarus_clarkii_native,0.8982,-0.0001,0.0263,0.8141,0.3731,0.0999,-0.0337,-0.0785,0.0157,1915.0,0.8478,0.4516,0.8569,0.0766,0.8976,0.5887,0.4863,0.0152,0.0036,0.0053,0.0256,0.0261,-2.2174,True,True,True,True
Procambarus clarkii (native),xgboost,local_only,10,19320,49,0.8957,0.9653,0.0571,0.061,0.0003,0.0543,-0.0153,1.0683,Procambarus_clarkii_native,0.8957,-0.0001,0.0273,0.8127,0.3562,0.0999,-0.035,-0.0954,0.0157,1915.0,0.8478,0.4516,0.8569,0.0766,0.8976,0.5887,0.4863,0.0152,0.0036,0.0053,0.0256,0.0261,-2.303,True,True,True,True
Procambarus clarkii (native),xgboost,local_only,20,19320,49,0.8784,0.963,0.0555,0.0629,0.0009,0.0716,-0.013,1.1329,Procambarus_clarkii_native,0.8784,-0.0001,0.0291,0.8275,0.408,0.0808,-0.0203,-0.0437,-0.0034,1915.0,0.8478,0.4516,0.8569,0.0766,0.8976,0.5887,0.4863,0.0152,0.0036,0.0053,0.0256,0.0261,-1.3357,True,True,True,True
Procambarus clarkii (native),xgboost,upstream_only,3,19320,49,1.0,1.0,0.0424,0.0424,0.0,-0.05,-0.05,1.0,Procambarus_clarkii_native,1.0,0.0044,0.0087,0.4776,-0.0618,0.3342,0.0013,0.0182,0.0087,1915.0,0.4762,-0.08,0.4975,0.3224,0.6351,0.319,-0.0459,0.0251,0.0026,0.0188,0.0328,0.0335,0.0517,False,False,False,False
Procambarus clarkii (native),xgboost,upstream_only,10,19320,49,1.0,1.0,0.043,0.043,0.0,-0.05,-0.05,1.0,Procambarus_clarkii_native,1.0,0.0053,0.0124,0.4783,-0.0643,0.3338,0.0021,0.0157,0.0084,1915.0,0.4762,-0.08,0.4975,0.3224,0.6351,0.319,-0.0459,0.0251,0.0026,0.0188,0.0328,0.0335,0.0836,False,False,False,False
Procambarus clarkii (native),xgboost,upstream_only,20,19320,49,0.9589,0.9589,0.0516,0.0516,0.0,-0.0089,-0.0089,1.0,Procambarus_clarkii_native,0.9589,0.0057,0.0119,0.4903,-0.0498,0.3214,0.014,0.0302,-0.0041,1915.0,0.4762,-0.08,0.4975,0.3224,0.6351,0.319,-0.0459,0.0251,0.0026,0.0188,0.0328,0.0335,0.5572,False,False,False,False
Procambarus clarkii (native),xgboost,combined,3,19320,49,0.8982,0.9656,0.0567,0.061,0.0003,0.0518,-0.0156,1.0763,Procambarus_clarkii_native,0.8982,-0.0001,0.0263,0.8141,0.3731,0.0999,-0.0337,-0.0785,0.0157,1915.0,0.8478,0.4516,0.8569,0.0766,0.8976,0.5887,0.4863,0.0152,0.0036,0.0053,0.0256,0.0261,-2.2174,True,True,True,True
Procambarus clarkii (native),xgboost,combined,10,19320,49,0.8957,0.9653,0.0571,0.061,0.0003,0.0543,-0.0153,1.0683,Procambarus_clarkii_native,0.8957,-0.0001,0.0273,0.8127,0.3562,0.0999,-0.035,-0.0954,0.0157,1915.0,0.8478,0.4516,0.8569,0.0766,0.8976,0.5887,0.4863,0.0152,0.0036,0.0053,0.0256,0.0261,-2.303,True,True,True,True
Procambarus clarkii (native),xgboost,combined,20,19320,49,0.8784,0.963,0.0555,0.0629,0.0009,0.0716,-0.013,1.1329,Procambarus_clarkii_native,0.8784,-0.0001,0.0291,0.8275,0.408,0.0808,-0.0203,-0.0437,-0.0034,1915.0,0.8478,0.4516,0.8569,0.0766,0.8976,0.5887,0.4863,0.0152,0.0036,0.0053,0.0256,0.0261,-1.3357,True,True,True,True
