entity_dir,track,level,method,source,coverage,gradient,mean_diff
Pontastacus_leptodactylus_pooled,local_only,10,isotonic,contaminated,0.96609,0.21225,0.0094
Pontastacus_leptodactylus_pooled,local_only,10,isotonic,null,0.98579,0.00084,-0.00417
Pontastacus_leptodactylus_pooled,local_only,20,isotonic,contaminated,0.92744,0.29024,0.01706
Pontastacus_leptodactylus_pooled,local_only,20,isotonic,null,0.98004,0.03147,-0.00976
Pontastacus_leptodactylus_pooled,upstream_only,3,uncalibrated,contaminated,0.9949,0.14076,0.00128
Pontastacus_leptodactylus_pooled,upstream_only,3,uncalibrated,null,0.99664,0.10784,-0.00079
Pontastacus_leptodactylus_pooled,upstream_only,10,uncalibrated,contaminated,0.9844,0.02829,0.00639
Pontastacus_leptodactylus_pooled,upstream_only,10,uncalibrated,null,0.99263,0.07565,-0.00346
Pontastacus_leptodactylus_pooled,upstream_only,20,uncalibrated,contaminated,0.57978,0.25951,0.01118
Pontastacus_leptodactylus_pooled,upstream_only,20,uncalibrated,null,0.99107,0.28172,-0.00389
Pontastacus_leptodactylus_pooled,upstream_only,3,platt,contaminated,0.99412,0.12238,0.00114
Pontastacus_leptodactylus_pooled,upstream_only,3,platt,null,0.9976,0.0838,-0.00061
Pontastacus_leptodactylus_pooled,upstream_only,10,platt,contaminated,0.98204,0.01102,0.00574
Pontastacus_leptodactylus_pooled,upstream_only,10,platt,null,0.99202,0.03782,-0.00342
Pontastacus_leptodactylus_pooled,upstream_only,20,platt,contaminated,0.57612,0.22555,0.01008
Pontastacus_leptodactylus_pooled,upstream_only,20,platt,null,0.98976,0.21081,-0.00433
Pontastacus_leptodactylus_pooled,upstream_only,3,isotonic,contaminated,0.99451,-0.11586,0.00028
Pontastacus_leptodactylus_pooled,upstream_only,3,isotonic,null,0.99669,-0.19513,-0.00032
Pontastacus_leptodactylus_pooled,upstream_only,10,isotonic,contaminated,0.98501,-0.15975,0.01759
Pontastacus_leptodactylus_pooled,upstream_only,10,isotonic,null,0.99263,-0.1644,-0.00156
Pontastacus_leptodactylus_pooled,upstream_only,20,isotonic,contaminated,0.97337,0.02087,0.02741
Pontastacus_leptodactylus_pooled,upstream_only,20,isotonic,null,0.99085,-0.02937,-0.00317
Procambarus_clarkii_alien,combined,3,uncalibrated,contaminated,0.99378,0.25533,0.00312
Procambarus_clarkii_alien,combined,3,uncalibrated,null,0.9966,0.16428,-0.00036
Procambarus_clarkii_alien,combined,10,uncalibrated,contaminated,0.98191,0.26,0.00848
Procambarus_clarkii_alien,combined,10,uncalibrated,null,0.99571,0.05594,-0.00236
Procambarus_clarkii_alien,combined,20,uncalibrated,contaminated,0.96126,0.35136,0.0163
Procambarus_clarkii_alien,combined,20,uncalibrated,null,0.99436,0.14398,-0.0042
Procambarus_clarkii_alien,combined,3,platt,contaminated,0.99451,0.28423,0.00318
Procambarus_clarkii_alien,combined,3,platt,null,0.99702,0.17557,-0.00037
Procambarus_clarkii_alien,combined,10,platt,contaminated,0.9826,0.25979,0.00864
Procambarus_clarkii_alien,combined,10,platt,null,0.99629,0.04982,-0.00234
Procambarus_clarkii_alien,combined,20,platt,contaminated,0.96376,0.35105,0.01646
Procambarus_clarkii_alien,combined,20,platt,null,0.99407,0.15424,-0.00431
Procambarus_clarkii_alien,combined,3,isotonic,contaminated,0.99407,0.03406,0.00314
Procambarus_clarkii_alien,combined,3,isotonic,null,0.99635,-0.02892,-0.00046
Procambarus_clarkii_alien,combined,10,isotonic,contaminated,0.98316,0.0981,0.00849
Procambarus_clarkii_alien,combined,10,isotonic,null,0.99515,-0.00974,-0.00229
Procambarus_clarkii_alien,combined,20,isotonic,contaminated,0.96497,0.27345,0.01631
Procambarus_clarkii_alien,combined,20,isotonic,null,0.9932,0.00282,-0.00431
Procambarus_clarkii_alien,local_only,3,uncalibrated,contaminated,0.99246,0.18169,0.00294
Procambarus_clarkii_alien,local_only,3,uncalibrated,null,0.99573,0.05531,-0.00074
Procambarus_clarkii_alien,local_only,10,uncalibrated,contaminated,0.9775,0.16149,0.00756
Procambarus_clarkii_alien,local_only,10,uncalibrated,null,0.99445,0.15734,-0.00235
Procambarus_clarkii_alien,local_only,20,uncalibrated,contaminated,0.95094,0.12637,0.01323
Procambarus_clarkii_alien,local_only,20,uncalibrated,null,0.9925,0.1214,-0.00424
Procambarus_clarkii_alien,local_only,3,platt,contaminated,0.99302,0.23648,0.00304
Procambarus_clarkii_alien,local_only,3,platt,null,0.9961,0.09996,-0.0007
Procambarus_clarkii_alien,local_only,10,platt,contaminated,0.97593,0.16439,0.00772
Procambarus_clarkii_alien,local_only,10,platt,null,0.99439,0.21929,-0.00229
Procambarus_clarkii_alien,local_only,20,platt,contaminated,0.9509,0.12554,0.01341
Procambarus_clarkii_alien,local_only,20,platt,null,0.99175,0.15403,-0.00425
Procambarus_clarkii_alien,local_only,3,isotonic,contaminated,0.99045,0.04877,0.00321
Procambarus_clarkii_alien,local_only,3,isotonic,null,0.99424,-0.04309,-0.00053
Procambarus_clarkii_alien,local_only,10,isotonic,contaminated,0.97508,0.01927,0.00812
Procambarus_clarkii_alien,local_only,10,isotonic,null,0.99287,0.02862,-0.00238
Procambarus_clarkii_alien,local_only,20,isotonic,contaminated,0.94883,0.07598,0.01449
Procambarus_clarkii_alien,local_only,20,isotonic,null,0.98956,-0.00187,-0.00431
Procambarus_clarkii_alien,upstream_only,3,uncalibrated,contaminated,0.99644,0.24142,0.00199
Procambarus_clarkii_alien,upstream_only,3,uncalibrated,null,0.99851,-0.03343,-0.00027
Procambarus_clarkii_alien,upstream_only,10,uncalibrated,contaminated,0.99215,0.33521,0.00493
Procambarus_clarkii_alien,upstream_only,10,uncalibrated,null,0.99772,0.01544,-0.00137
Procambarus_clarkii_alien,upstream_only,20,uncalibrated,contaminated,0.98448,0.41775,0.00966
Procambarus_clarkii_alien,upstream_only,20,uncalibrated,null,0.99596,0.18751,-0.00274
Procambarus_clarkii_alien,upstream_only,3,platt,contaminated,0.99669,0.2861,0.00207
Procambarus_clarkii_alien,upstream_only,3,platt,null,0.99855,-0.01435,-0.00024
Procambarus_clarkii_alien,upstream_only,10,platt,contaminated,0.99236,0.35188,0.00504
Procambarus_clarkii_alien,upstream_only,10,platt,null,0.99778,-0.0035,-0.00143
Procambarus_clarkii_alien,upstream_only,20,platt,contaminated,0.98457,0.42388,0.00986
Procambarus_clarkii_alien,upstream_only,20,platt,null,0.99588,0.19355,-0.00275
Procambarus_clarkii_alien,upstream_only,3,isotonic,contaminated,0.99635,-0.00868,0.00164
Procambarus_clarkii_alien,upstream_only,3,isotonic,null,0.99834,-0.13651,-0.00025
Procambarus_clarkii_alien,upstream_only,10,isotonic,contaminated,0.9924,0.0793,0.00342
Procambarus_clarkii_alien,upstream_only,10,isotonic,null,0.99681,-0.09216,-0.00122
Procambarus_clarkii_alien,upstream_only,20,isotonic,contaminated,0.98436,0.25198,0.00655
Procambarus_clarkii_alien,upstream_only,20,isotonic,null,0.9954,0.02189,-0.00275
Procambarus_clarkii_native,combined,3,uncalibrated,contaminated,0.99876,0.09964,0.00221
Procambarus_clarkii_native,combined,3,uncalibrated,null,0.99891,0.18194,0.00031
Procambarus_clarkii_native,combined,10,uncalibrated,contaminated,0.99534,0.08256,0.00442
Procambarus_clarkii_native,combined,10,uncalibrated,null,0.99798,0.09084,-0.00092
Procambarus_clarkii_native,combined,20,uncalibrated,contaminated,0.99161,0.12629,0.0072
Procambarus_clarkii_native,combined,20,uncalibrated,null,0.9957,0.29037,-0.00408
Procambarus_clarkii_native,combined,3,platt,contaminated,0.99871,0.20316,0.0021
Procambarus_clarkii_native,combined,3,platt,null,0.99938,0.23602,0.00026
Procambarus_clarkii_native,combined,10,platt,contaminated,0.99581,0.14363,0.00403
Procambarus_clarkii_native,combined,10,platt,null,0.99772,0.07195,-0.00102
Procambarus_clarkii_native,combined,20,platt,contaminated,0.99042,0.16822,0.00636
Procambarus_clarkii_native,combined,20,platt,null,0.99291,0.27459,-0.00404
Procambarus_clarkii_native,combined,3,isotonic,contaminated,0.99808,-0.21847,0.00171
Procambarus_clarkii_native,combined,3,isotonic,null,0.99762,-0.18414,-6e-05
Procambarus_clarkii_native,combined,10,isotonic,contaminated,0.99415,-0.15507,0.00312
Procambarus_clarkii_native,combined,10,isotonic,null,0.99695,-0.14724,-0.00153
Procambarus_clarkii_native,combined,20,isotonic,contaminated,0.98944,-0.13606,0.00416
Procambarus_clarkii_native,combined,20,isotonic,null,0.99255,-0.0418,-0.00574
Procambarus_clarkii_native,local_only,3,uncalibrated,contaminated,0.9986,0.1457,0.00279
Procambarus_clarkii_native,local_only,3,uncalibrated,null,0.99896,0.11749,0.00067
Procambarus_clarkii_native,local_only,10,uncalibrated,contaminated,0.99524,0.18323,0.0055
Procambarus_clarkii_native,local_only,10,uncalibrated,null,0.99845,0.15347,-0.00106
Procambarus_clarkii_native,local_only,20,uncalibrated,contaminated,0.99105,0.23551,0.00856
Procambarus_clarkii_native,local_only,20,uncalibrated,null,0.99545,0.25466,-0.00434
Procambarus_clarkii_native,local_only,3,platt,contaminated,0.9985,0.19203,0.00281
Procambarus_clarkii_native,local_only,3,platt,null,0.99881,0.17987,0.00072
Procambarus_clarkii_native,local_only,10,platt,contaminated,0.99363,0.22179,0.00552
Procambarus_clarkii_native,local_only,10,platt,null,0.99767,0.12319,-0.00102
Procambarus_clarkii_native,local_only,20,platt,contaminated,0.9881,0.31366,0.00859
Procambarus_clarkii_native,local_only,20,platt,null,0.9926,0.26553,-0.00404
Procambarus_clarkii_native,local_only,3,isotonic,contaminated,0.99534,-0.23444,0.00209
Procambarus_clarkii_native,local_only,3,isotonic,null,0.9956,-0.21598,0.0005
Procambarus_clarkii_native,local_only,10,isotonic,contaminated,0.9896,-0.15648,0.00366
Procambarus_clarkii_native,local_only,10,isotonic,null,0.99198,-0.14224,-0.00121
Procambarus_clarkii_native,local_only,20,isotonic,contaminated,0.98354,-0.16488,0.00507
Procambarus_clarkii_native,local_only,20,isotonic,null,0.98659,-0.11424,-0.00448
Procambarus_clarkii_native,upstream_only,3,uncalibrated,contaminated,0.99896,0.23924,0.00072
Procambarus_clarkii_native,upstream_only,3,uncalibrated,null,0.99896,0.18005,-0.00049
Procambarus_clarkii_native,upstream_only,10,uncalibrated,contaminated,0.99612,0.28531,0.00131
Procambarus_clarkii_native,upstream_only,10,uncalibrated,null,0.99731,0.40663,-0.00055
Procambarus_clarkii_native,upstream_only,20,uncalibrated,contaminated,0.99488,0.23758,0.00285
Procambarus_clarkii_native,upstream_only,20,uncalibrated,null,0.99736,0.46952,-0.00199
Procambarus_clarkii_native,upstream_only,3,platt,contaminated,0.99959,0.30439,0.00093
Procambarus_clarkii_native,upstream_only,3,platt,null,0.99979,0.36959,-0.0002
Procambarus_clarkii_native,upstream_only,10,platt,contaminated,0.99788,0.18548,0.00119
Procambarus_clarkii_native,upstream_only,10,platt,null,0.99938,0.50881,-0.00038
Procambarus_clarkii_native,upstream_only,20,platt,contaminated,0.99658,0.18004,0.00247
Procambarus_clarkii_native,upstream_only,20,platt,null,0.99902,0.46444,-0.00185
Procambarus_clarkii_native,upstream_only,3,isotonic,contaminated,0.9793,-0.10091,0.00136
Procambarus_clarkii_native,upstream_only,3,isotonic,null,0.98271,-0.05797,-7e-05
Procambarus_clarkii_native,upstream_only,10,isotonic,contaminated,0.97531,-0.15434,0.002
Procambarus_clarkii_native,upstream_only,10,isotonic,null,0.98085,0.01872,-0.00012
Procambarus_clarkii_native,upstream_only,20,isotonic,contaminated,0.97127,-0.21773,0.00286
Procambarus_clarkii_native,upstream_only,20,isotonic,null,0.981,-0.01351,-0.01901
