bin,n,frac_over_mean,frac_over_median,entity_dir,track,level,mask
2,4010,0.99676,0.00424,Faxonius_limosus_alien,upstream_only,3,all
3,4010,1.0,0.0,Faxonius_limosus_alien,upstream_only,3,all
4,4011,0.54051,0.4176,Faxonius_limosus_alien,upstream_only,3,all
0,3232,0.49876,0.51764,Faxonius_limosus_alien,upstream_only,3,never_trained
1,3232,0.54796,0.50309,Faxonius_limosus_alien,upstream_only,3,never_trained
2,3232,1.0,0.0,Faxonius_limosus_alien,upstream_only,3,never_trained
3,3232,0.99319,0.00619,Faxonius_limosus_alien,upstream_only,3,never_trained
4,3232,0.47741,0.4672,Faxonius_limosus_alien,upstream_only,3,never_trained
0,7490,0.90788,0.32697,Pacifastacus_leniusculus_alien,combined,10,all
1,7490,0.91055,0.39893,Pacifastacus_leniusculus_alien,combined,10,all
2,7489,0.8212,0.73428,Pacifastacus_leniusculus_alien,combined,10,all
3,7490,0.67397,0.64806,Pacifastacus_leniusculus_alien,combined,10,all
4,7490,0.47891,0.5235,Pacifastacus_leniusculus_alien,combined,10,all
0,6590,0.90971,0.33748,Pacifastacus_leniusculus_alien,combined,10,never_trained
1,6589,0.90818,0.39748,Pacifastacus_leniusculus_alien,combined,10,never_trained
2,6589,0.8156,0.74124,Pacifastacus_leniusculus_alien,combined,10,never_trained
3,6589,0.67431,0.67901,Pacifastacus_leniusculus_alien,combined,10,never_trained
4,6590,0.46039,0.51047,Pacifastacus_leniusculus_alien,combined,10,never_trained
0,7490,0.92603,0.41535,Pacifastacus_leniusculus_alien,combined,20,all
1,7490,0.93057,0.45928,Pacifastacus_leniusculus_alien,combined,20,all
2,7489,0.83309,0.75911,Pacifastacus_leniusculus_alien,combined,20,all
3,7490,0.6733,0.63511,Pacifastacus_leniusculus_alien,combined,20,all
4,7490,0.44206,0.48571,Pacifastacus_leniusculus_alien,combined,20,all
0,6526,0.92783,0.42063,Pacifastacus_leniusculus_alien,combined,20,never_trained
1,6525,0.92904,0.45303,Pacifastacus_leniusculus_alien,combined,20,never_trained
2,6525,0.82529,0.75326,Pacifastacus_leniusculus_alien,combined,20,never_trained
3,6525,0.66927,0.65241,Pacifastacus_leniusculus_alien,combined,20,never_trained
4,6525,0.41762,0.46483,Pacifastacus_leniusculus_alien,combined,20,never_trained
0,7490,0.84793,0.18318,Pacifastacus_leniusculus_alien,combined,3,all
1,7490,0.86435,0.29092,Pacifastacus_leniusculus_alien,combined,3,all
2,7489,0.77634,0.64508,Pacifastacus_leniusculus_alien,combined,3,all
3,7490,0.64486,0.57303,Pacifastacus_leniusculus_alien,combined,3,all
4,7490,0.4972,0.53405,Pacifastacus_leniusculus_alien,combined,3,all
0,6635,0.84748,0.19156,Pacifastacus_leniusculus_alien,combined,3,never_trained
1,6634,0.85936,0.2959,Pacifastacus_leniusculus_alien,combined,3,never_trained
2,6634,0.76997,0.66928,Pacifastacus_leniusculus_alien,combined,3,never_trained
3,6634,0.64622,0.61019,Pacifastacus_leniusculus_alien,combined,3,never_trained
4,6635,0.48425,0.53097,Pacifastacus_leniusculus_alien,combined,3,never_trained
0,7490,0.97543,0.76756,Pacifastacus_leniusculus_alien,local_only,10,all
1,7490,0.94526,0.38505,Pacifastacus_leniusculus_alien,local_only,10,all
2,7489,0.6567,0.4345,Pacifastacus_leniusculus_alien,local_only,10,all
3,7490,0.53551,0.48531,Pacifastacus_leniusculus_alien,local_only,10,all
4,7490,0.453,0.53031,Pacifastacus_leniusculus_alien,local_only,10,all
0,6590,0.97618,0.76388,Pacifastacus_leniusculus_alien,local_only,10,never_trained
1,6589,0.94506,0.37957,Pacifastacus_leniusculus_alien,local_only,10,never_trained
2,6589,0.6608,0.44362,Pacifastacus_leniusculus_alien,local_only,10,never_trained
3,6589,0.5277,0.51434,Pacifastacus_leniusculus_alien,local_only,10,never_trained
4,6590,0.43338,0.52094,Pacifastacus_leniusculus_alien,local_only,10,never_trained
0,7490,0.98211,0.79626,Pacifastacus_leniusculus_alien,local_only,20,all
1,7490,0.95714,0.4271,Pacifastacus_leniusculus_alien,local_only,20,all
2,7489,0.67873,0.48284,Pacifastacus_leniusculus_alien,local_only,20,all
3,7490,0.5231,0.4992,Pacifastacus_leniusculus_alien,local_only,20,all
4,7490,0.43057,0.48985,Pacifastacus_leniusculus_alien,local_only,20,all
0,6526,0.98284,0.7939,Pacifastacus_leniusculus_alien,local_only,20,never_trained
1,6525,0.95632,0.41793,Pacifastacus_leniusculus_alien,local_only,20,never_trained
2,6525,0.68261,0.4872,Pacifastacus_leniusculus_alien,local_only,20,never_trained
3,6525,0.50805,0.5105,Pacifastacus_leniusculus_alien,local_only,20,never_trained
4,6525,0.40506,0.47218,Pacifastacus_leniusculus_alien,local_only,20,never_trained
0,7490,0.96636,0.45087,Pacifastacus_leniusculus_alien,local_only,3,all
1,7490,0.92243,0.2968,Pacifastacus_leniusculus_alien,local_only,3,all
2,7489,0.6384,0.38483,Pacifastacus_leniusculus_alien,local_only,3,all
3,7490,0.57316,0.44339,Pacifastacus_leniusculus_alien,local_only,3,all
4,7490,0.49226,0.55274,Pacifastacus_leniusculus_alien,local_only,3,all
0,6635,0.96594,0.44989,Pacifastacus_leniusculus_alien,local_only,3,never_trained
1,6634,0.92011,0.29907,Pacifastacus_leniusculus_alien,local_only,3,never_trained
2,6634,0.64245,0.39901,Pacifastacus_leniusculus_alien,local_only,3,never_trained
3,6634,0.57974,0.49276,Pacifastacus_leniusculus_alien,local_only,3,never_trained
4,6635,0.48365,0.55388,Pacifastacus_leniusculus_alien,local_only,3,never_trained
0,7490,0.51602,0.17891,Pacifastacus_leniusculus_alien,upstream_only,10,all
1,7490,0.57223,0.40587,Pacifastacus_leniusculus_alien,upstream_only,10,all
2,7489,0.726,0.66564,Pacifastacus_leniusculus_alien,upstream_only,10,all
3,7490,1.0,1.0,Pacifastacus_leniusculus_alien,upstream_only,10,all
4,7490,0.6259,0.66849,Pacifastacus_leniusculus_alien,upstream_only,10,all
0,6590,0.51487,0.17891,Pacifastacus_leniusculus_alien,upstream_only,10,never_trained
1,6589,0.56746,0.4119,Pacifastacus_leniusculus_alien,upstream_only,10,never_trained
2,6589,0.73608,0.68918,Pacifastacus_leniusculus_alien,upstream_only,10,never_trained
3,6589,1.0,1.0,Pacifastacus_leniusculus_alien,upstream_only,10,never_trained
4,6590,0.60273,0.65008,Pacifastacus_leniusculus_alien,upstream_only,10,never_trained
0,7490,0.47383,0.19399,Pacifastacus_leniusculus_alien,upstream_only,20,all
1,7490,0.5761,0.46742,Pacifastacus_leniusculus_alien,upstream_only,20,all
2,7489,0.71839,0.67673,Pacifastacus_leniusculus_alien,upstream_only,20,all
3,7490,1.0,1.0,Pacifastacus_leniusculus_alien,upstream_only,20,all
4,7490,0.58838,0.63378,Pacifastacus_leniusculus_alien,upstream_only,20,all
0,6526,0.47089,0.19323,Pacifastacus_leniusculus_alien,upstream_only,20,never_trained
1,6525,0.56812,0.46437,Pacifastacus_leniusculus_alien,upstream_only,20,never_trained
2,6525,0.71969,0.68812,Pacifastacus_leniusculus_alien,upstream_only,20,never_trained
3,6525,1.0,1.0,Pacifastacus_leniusculus_alien,upstream_only,20,never_trained
4,6525,0.55862,0.60874,Pacifastacus_leniusculus_alien,upstream_only,20,never_trained
0,7490,0.55888,0.12577,Pacifastacus_leniusculus_alien,upstream_only,3,all
1,7490,0.57971,0.31148,Pacifastacus_leniusculus_alien,upstream_only,3,all
2,7489,0.71999,0.63079,Pacifastacus_leniusculus_alien,upstream_only,3,all
3,7490,1.0,1.0,Pacifastacus_leniusculus_alien,upstream_only,3,all
4,7490,0.64753,0.68091,Pacifastacus_leniusculus_alien,upstream_only,3,all
0,6635,0.55855,0.12856,Pacifastacus_leniusculus_alien,upstream_only,3,never_trained
1,6634,0.58004,0.32409,Pacifastacus_leniusculus_alien,upstream_only,3,never_trained
2,6634,0.73998,0.66747,Pacifastacus_leniusculus_alien,upstream_only,3,never_trained
3,6634,1.0,1.0,Pacifastacus_leniusculus_alien,upstream_only,3,never_trained
4,6635,0.62713,0.66631,Pacifastacus_leniusculus_alien,upstream_only,3,never_trained
0,4589,0.60144,0.60732,Pontastacus_leptodactylus_pooled,combined,10,all
1,4589,0.71453,0.75419,Pontastacus_leptodactylus_pooled,combined,10,all
2,4589,0.73676,0.82785,Pontastacus_leptodactylus_pooled,combined,10,all
3,4589,0.65831,0.79364,Pontastacus_leptodactylus_pooled,combined,10,all
4,4589,0.47592,0.4988,Pontastacus_leptodactylus_pooled,combined,10,all
0,4268,0.60075,0.62488,Pontastacus_leptodactylus_pooled,combined,10,never_trained
1,4268,0.72212,0.77905,Pontastacus_leptodactylus_pooled,combined,10,never_trained
2,4267,0.73283,0.83478,Pontastacus_leptodactylus_pooled,combined,10,never_trained
3,4268,0.65347,0.79241,Pontastacus_leptodactylus_pooled,combined,10,never_trained
4,4268,0.46298,0.47891,Pontastacus_leptodactylus_pooled,combined,10,never_trained
0,4589,0.70299,0.68621,Pontastacus_leptodactylus_pooled,combined,20,all
1,4589,0.77577,0.81325,Pontastacus_leptodactylus_pooled,combined,20,all
2,4589,0.78209,0.85661,Pontastacus_leptodactylus_pooled,combined,20,all
3,4589,0.67923,0.80453,Pontastacus_leptodactylus_pooled,combined,20,all
4,4589,0.44498,0.46851,Pontastacus_leptodactylus_pooled,combined,20,all
0,4248,0.69915,0.70433,Pontastacus_leptodactylus_pooled,combined,20,never_trained
1,4248,0.7806,0.83192,Pontastacus_leptodactylus_pooled,combined,20,never_trained
2,4247,0.77655,0.86108,Pontastacus_leptodactylus_pooled,combined,20,never_trained
3,4248,0.67585,0.80179,Pontastacus_leptodactylus_pooled,combined,20,never_trained
4,4248,0.42491,0.44374,Pontastacus_leptodactylus_pooled,combined,20,never_trained
0,4589,0.55807,0.58074,Pontastacus_leptodactylus_pooled,combined,3,all
1,4589,0.62737,0.71955,Pontastacus_leptodactylus_pooled,combined,3,all
2,4589,0.62672,0.79124,Pontastacus_leptodactylus_pooled,combined,3,all
3,4589,0.57049,0.76596,Pontastacus_leptodactylus_pooled,combined,3,all
4,4589,0.4672,0.49902,Pontastacus_leptodactylus_pooled,combined,3,all
0,4284,0.55462,0.60294,Pontastacus_leptodactylus_pooled,combined,3,never_trained
1,4283,0.62923,0.74551,Pontastacus_leptodactylus_pooled,combined,3,never_trained
2,4283,0.62526,0.79897,Pontastacus_leptodactylus_pooled,combined,3,never_trained
3,4283,0.56129,0.76278,Pontastacus_leptodactylus_pooled,combined,3,never_trained
4,4283,0.46323,0.48447,Pontastacus_leptodactylus_pooled,combined,3,never_trained
0,4589,0.747,0.72129,Pontastacus_leptodactylus_pooled,local_only,10,all
1,4589,0.72129,0.7457,Pontastacus_leptodactylus_pooled,local_only,10,all
2,4589,0.69885,0.79407,Pontastacus_leptodactylus_pooled,local_only,10,all
3,4589,0.64698,0.79429,Pontastacus_leptodactylus_pooled,local_only,10,all
4,4589,0.4635,0.50054,Pontastacus_leptodactylus_pooled,local_only,10,all
0,4268,0.74953,0.74086,Pontastacus_leptodactylus_pooled,local_only,10,never_trained
1,4268,0.72259,0.76898,Pontastacus_leptodactylus_pooled,local_only,10,never_trained
2,4267,0.70518,0.81275,Pontastacus_leptodactylus_pooled,local_only,10,never_trained
3,4268,0.64082,0.78936,Pontastacus_leptodactylus_pooled,local_only,10,never_trained
4,4268,0.44986,0.48008,Pontastacus_leptodactylus_pooled,local_only,10,never_trained
0,4589,0.78143,0.79015,Pontastacus_leptodactylus_pooled,local_only,20,all
1,4589,0.78557,0.81804,Pontastacus_leptodactylus_pooled,local_only,20,all
2,4589,0.76749,0.83918,Pontastacus_leptodactylus_pooled,local_only,20,all
3,4589,0.67662,0.79778,Pontastacus_leptodactylus_pooled,local_only,20,all
4,4589,0.44389,0.47963,Pontastacus_leptodactylus_pooled,local_only,20,all
0,4248,0.77919,0.8032,Pontastacus_leptodactylus_pooled,local_only,20,never_trained
1,4248,0.78861,0.8371,Pontastacus_leptodactylus_pooled,local_only,20,never_trained
2,4247,0.76784,0.84883,Pontastacus_leptodactylus_pooled,local_only,20,never_trained
3,4248,0.67067,0.79261,Pontastacus_leptodactylus_pooled,local_only,20,never_trained
4,4248,0.42538,0.4548,Pontastacus_leptodactylus_pooled,local_only,20,never_trained
0,4589,0.56853,0.59621,Pontastacus_leptodactylus_pooled,local_only,3,all
1,4589,0.58248,0.6496,Pontastacus_leptodactylus_pooled,local_only,3,all
2,4589,0.58052,0.72347,Pontastacus_leptodactylus_pooled,local_only,3,all
3,4589,0.54543,0.75398,Pontastacus_leptodactylus_pooled,local_only,3,all
4,4589,0.48137,0.50774,Pontastacus_leptodactylus_pooled,local_only,3,all
0,4284,0.56816,0.61718,Pontastacus_leptodactylus_pooled,local_only,3,never_trained
1,4283,0.58907,0.67453,Pontastacus_leptodactylus_pooled,local_only,3,never_trained
2,4283,0.5795,0.74994,Pontastacus_leptodactylus_pooled,local_only,3,never_trained
3,4283,0.54424,0.74994,Pontastacus_leptodactylus_pooled,local_only,3,never_trained
4,4283,0.47607,0.49218,Pontastacus_leptodactylus_pooled,local_only,3,never_trained
0,4589,0.50992,0.43365,Pontastacus_leptodactylus_pooled,upstream_only,10,all
1,4589,0.59294,0.66354,Pontastacus_leptodactylus_pooled,upstream_only,10,all
2,4589,0.78318,0.83635,Pontastacus_leptodactylus_pooled,upstream_only,10,all
3,4589,1.0,1.0,Pontastacus_leptodactylus_pooled,upstream_only,10,all
4,4589,0.70495,0.73088,Pontastacus_leptodactylus_pooled,upstream_only,10,all
0,4268,0.51148,0.46368,Pontastacus_leptodactylus_pooled,upstream_only,10,never_trained
1,4268,0.5956,0.68533,Pontastacus_leptodactylus_pooled,upstream_only,10,never_trained
2,4267,0.794,0.84603,Pontastacus_leptodactylus_pooled,upstream_only,10,never_trained
3,4268,1.0,1.0,Pontastacus_leptodactylus_pooled,upstream_only,10,never_trained
4,4268,0.68768,0.71251,Pontastacus_leptodactylus_pooled,upstream_only,10,never_trained
0,4589,0.68141,0.5182,Pontastacus_leptodactylus_pooled,upstream_only,20,all
1,4589,0.60187,0.69405,Pontastacus_leptodactylus_pooled,upstream_only,20,all
2,4589,0.77664,0.83548,Pontastacus_leptodactylus_pooled,upstream_only,20,all
3,4589,1.0,1.0,Pontastacus_leptodactylus_pooled,upstream_only,20,all
4,4589,0.67095,0.70974,Pontastacus_leptodactylus_pooled,upstream_only,20,all
0,4248,0.67773,0.54496,Pontastacus_leptodactylus_pooled,upstream_only,20,never_trained
1,4248,0.60169,0.70833,Pontastacus_leptodactylus_pooled,upstream_only,20,never_trained
2,4247,0.78455,0.84295,Pontastacus_leptodactylus_pooled,upstream_only,20,never_trained
3,4248,1.0,1.0,Pontastacus_leptodactylus_pooled,upstream_only,20,never_trained
4,4248,0.6516,0.69044,Pontastacus_leptodactylus_pooled,upstream_only,20,never_trained
0,4589,0.58793,0.43168,Pontastacus_leptodactylus_pooled,upstream_only,3,all
1,4589,0.52713,0.63129,Pontastacus_leptodactylus_pooled,upstream_only,3,all
2,4589,0.76858,0.83722,Pontastacus_leptodactylus_pooled,upstream_only,3,all
3,4589,1.0,1.0,Pontastacus_leptodactylus_pooled,upstream_only,3,all
4,4589,0.68533,0.72282,Pontastacus_leptodactylus_pooled,upstream_only,3,all
0,4284,0.58917,0.45985,Pontastacus_leptodactylus_pooled,upstream_only,3,never_trained
1,4283,0.53374,0.65702,Pontastacus_leptodactylus_pooled,upstream_only,3,never_trained
2,4283,0.7824,0.85057,Pontastacus_leptodactylus_pooled,upstream_only,3,never_trained
3,4283,1.0,1.0,Pontastacus_leptodactylus_pooled,upstream_only,3,never_trained
4,4283,0.66822,0.70535,Pontastacus_leptodactylus_pooled,upstream_only,3,never_trained
0,9654,0.85187,0.38668,Procambarus_clarkii_alien,combined,10,all
1,9653,0.85424,0.38527,Procambarus_clarkii_alien,combined,10,all
2,9653,0.79923,0.43769,Procambarus_clarkii_alien,combined,10,all
3,9653,0.66332,0.51963,Procambarus_clarkii_alien,combined,10,all
4,9654,0.59188,0.62337,Procambarus_clarkii_alien,combined,10,all
0,8038,0.85345,0.39935,Procambarus_clarkii_alien,combined,10,never_trained
1,8038,0.85034,0.40458,Procambarus_clarkii_alien,combined,10,never_trained
2,8038,0.79124,0.45745,Procambarus_clarkii_alien,combined,10,never_trained
3,8038,0.65862,0.54964,Procambarus_clarkii_alien,combined,10,never_trained
4,8038,0.57726,0.60936,Procambarus_clarkii_alien,combined,10,never_trained
0,9654,0.95359,0.59074,Procambarus_clarkii_alien,combined,20,all
1,9653,0.9365,0.51466,Procambarus_clarkii_alien,combined,20,all
2,9653,0.86605,0.55485,Procambarus_clarkii_alien,combined,20,all
3,9653,0.67948,0.56159,Procambarus_clarkii_alien,combined,20,all
4,9654,0.60224,0.64958,Procambarus_clarkii_alien,combined,20,all
0,7965,0.95229,0.60427,Procambarus_clarkii_alien,combined,20,never_trained
1,7964,0.9337,0.53064,Procambarus_clarkii_alien,combined,20,never_trained
2,7964,0.85937,0.56969,Procambarus_clarkii_alien,combined,20,never_trained
3,7964,0.68006,0.58852,Procambarus_clarkii_alien,combined,20,never_trained
4,7964,0.57923,0.62632,Procambarus_clarkii_alien,combined,20,never_trained
0,9654,0.79439,0.28102,Procambarus_clarkii_alien,combined,3,all
1,9653,0.76992,0.26924,Procambarus_clarkii_alien,combined,3,all
2,9653,0.69398,0.3344,Procambarus_clarkii_alien,combined,3,all
3,9653,0.59184,0.45861,Procambarus_clarkii_alien,combined,3,all
4,9654,0.53905,0.57893,Procambarus_clarkii_alien,combined,3,all
0,8092,0.78992,0.2935,Procambarus_clarkii_alien,combined,3,never_trained
1,8091,0.76492,0.29267,Procambarus_clarkii_alien,combined,3,never_trained
2,8091,0.68422,0.36188,Procambarus_clarkii_alien,combined,3,never_trained
3,8091,0.59115,0.49215,Procambarus_clarkii_alien,combined,3,never_trained
4,8091,0.52861,0.57051,Procambarus_clarkii_alien,combined,3,never_trained
0,9654,0.78662,0.37176,Procambarus_clarkii_alien,local_only,10,all
1,9653,0.65006,0.40992,Procambarus_clarkii_alien,local_only,10,all
2,9653,0.68062,0.28582,Procambarus_clarkii_alien,local_only,10,all
3,9653,0.63866,0.46131,Procambarus_clarkii_alien,local_only,10,all
4,9654,0.62513,0.69681,Procambarus_clarkii_alien,local_only,10,all
0,8038,0.78925,0.395,Procambarus_clarkii_alien,local_only,10,never_trained
1,8038,0.65128,0.43046,Procambarus_clarkii_alien,local_only,10,never_trained
2,8038,0.6779,0.30829,Procambarus_clarkii_alien,local_only,10,never_trained
3,8038,0.62628,0.4735,Procambarus_clarkii_alien,local_only,10,never_trained
4,8038,0.61259,0.68848,Procambarus_clarkii_alien,local_only,10,never_trained
0,9654,0.79076,0.42687,Procambarus_clarkii_alien,local_only,20,all
1,9653,0.63545,0.43137,Procambarus_clarkii_alien,local_only,20,all
2,9653,0.67616,0.33668,Procambarus_clarkii_alien,local_only,20,all
3,9653,0.63659,0.48607,Procambarus_clarkii_alien,local_only,20,all
4,9654,0.66439,0.7282,Procambarus_clarkii_alien,local_only,20,all
0,7965,0.79498,0.45286,Procambarus_clarkii_alien,local_only,20,never_trained
1,7964,0.6444,0.45417,Procambarus_clarkii_alien,local_only,20,never_trained
2,7964,0.67391,0.35849,Procambarus_clarkii_alien,local_only,20,never_trained
3,7964,0.62632,0.49021,Procambarus_clarkii_alien,local_only,20,never_trained
4,7964,0.64201,0.70706,Procambarus_clarkii_alien,local_only,20,never_trained
0,9654,0.74653,0.30733,Procambarus_clarkii_alien,local_only,3,all
1,9653,0.64343,0.38496,Procambarus_clarkii_alien,local_only,3,all
2,9653,0.65099,0.24013,Procambarus_clarkii_alien,local_only,3,all
3,9653,0.60997,0.40153,Procambarus_clarkii_alien,local_only,3,all
4,9654,0.56484,0.63963,Procambarus_clarkii_alien,local_only,3,all
0,8092,0.74296,0.32711,Procambarus_clarkii_alien,local_only,3,never_trained
1,8091,0.64121,0.40329,Procambarus_clarkii_alien,local_only,3,never_trained
2,8091,0.64788,0.26387,Procambarus_clarkii_alien,local_only,3,never_trained
3,8091,0.60129,0.4332,Procambarus_clarkii_alien,local_only,3,never_trained
4,8091,0.55679,0.63354,Procambarus_clarkii_alien,local_only,3,never_trained
0,9654,0.84348,0.19909,Procambarus_clarkii_alien,upstream_only,10,all
1,9653,0.71397,0.3631,Procambarus_clarkii_alien,upstream_only,10,all
2,9653,0.56397,0.43147,Procambarus_clarkii_alien,upstream_only,10,all
3,9653,1.0,1.0,Procambarus_clarkii_alien,upstream_only,10,all
4,9654,0.86762,0.88875,Procambarus_clarkii_alien,upstream_only,10,all
0,8038,0.83827,0.20727,Procambarus_clarkii_alien,upstream_only,10,never_trained
1,8038,0.70938,0.38194,Procambarus_clarkii_alien,upstream_only,10,never_trained
2,8038,0.56432,0.45534,Procambarus_clarkii_alien,upstream_only,10,never_trained
3,8038,1.0,1.0,Procambarus_clarkii_alien,upstream_only,10,never_trained
4,8038,0.84897,0.86987,Procambarus_clarkii_alien,upstream_only,10,never_trained
0,9654,0.94334,0.35726,Procambarus_clarkii_alien,upstream_only,20,all
1,9653,0.79105,0.45582,Procambarus_clarkii_alien,upstream_only,20,all
2,9653,0.55599,0.45385,Procambarus_clarkii_alien,upstream_only,20,all
3,9653,1.0,1.0,Procambarus_clarkii_alien,upstream_only,20,all
4,9654,0.87228,0.89269,Procambarus_clarkii_alien,upstream_only,20,all
0,7965,0.94099,0.36899,Procambarus_clarkii_alien,upstream_only,20,never_trained
1,7964,0.78842,0.472,Procambarus_clarkii_alien,upstream_only,20,never_trained
2,7964,0.54859,0.46346,Procambarus_clarkii_alien,upstream_only,20,never_trained
3,7964,1.0,1.0,Procambarus_clarkii_alien,upstream_only,20,never_trained
4,7964,0.8551,0.87418,Procambarus_clarkii_alien,upstream_only,20,never_trained
0,9654,0.74508,0.14657,Procambarus_clarkii_alien,upstream_only,3,all
1,9653,0.6599,0.29752,Procambarus_clarkii_alien,upstream_only,3,all
2,9653,0.55527,0.39604,Procambarus_clarkii_alien,upstream_only,3,all
3,9653,1.0,1.0,Procambarus_clarkii_alien,upstream_only,3,all
4,9654,0.86638,0.8872,Procambarus_clarkii_alien,upstream_only,3,all
0,8092,0.74333,0.15843,Procambarus_clarkii_alien,upstream_only,3,never_trained
1,8091,0.65628,0.3185,Procambarus_clarkii_alien,upstream_only,3,never_trained
2,8091,0.56841,0.43431,Procambarus_clarkii_alien,upstream_only,3,never_trained
3,8091,1.0,1.0,Procambarus_clarkii_alien,upstream_only,3,never_trained
4,8091,0.84761,0.86825,Procambarus_clarkii_alien,upstream_only,3,never_trained
0,3864,0.65347,0.24353,Procambarus_clarkii_native,combined,10,all
1,3864,0.81263,0.16511,Procambarus_clarkii_native,combined,10,all
2,3864,0.84084,0.10067,Procambarus_clarkii_native,combined,10,all
3,3864,0.81289,0.09886,Procambarus_clarkii_native,combined,10,all
4,3864,0.57091,0.45911,Procambarus_clarkii_native,combined,10,all
0,3467,0.65186,0.24921,Procambarus_clarkii_native,combined,10,never_trained
1,3466,0.80929,0.16705,Procambarus_clarkii_native,combined,10,never_trained
2,3467,0.83732,0.10153,Procambarus_clarkii_native,combined,10,never_trained
3,3466,0.80814,0.09925,Procambarus_clarkii_native,combined,10,never_trained
4,3467,0.55754,0.4638,Procambarus_clarkii_native,combined,10,never_trained
0,3864,0.69565,0.24896,Procambarus_clarkii_native,combined,20,all
1,3864,0.86931,0.18323,Procambarus_clarkii_native,combined,20,all
2,3864,0.88406,0.11905,Procambarus_clarkii_native,combined,20,all
3,3864,0.71092,0.10766,Procambarus_clarkii_native,combined,20,all
4,3864,0.56936,0.46636,Procambarus_clarkii_native,combined,20,all
0,3450,0.69536,0.24986,Procambarus_clarkii_native,combined,20,never_trained
1,3450,0.86406,0.18435,Procambarus_clarkii_native,combined,20,never_trained
2,3450,0.87681,0.11681,Procambarus_clarkii_native,combined,20,never_trained
3,3450,0.70232,0.10377,Procambarus_clarkii_native,combined,20,never_trained
4,3450,0.55391,0.45855,Procambarus_clarkii_native,combined,20,never_trained
0,3864,0.68297,0.22257,Procambarus_clarkii_native,combined,3,all
1,3864,0.81573,0.12785,Procambarus_clarkii_native,combined,3,all
2,3864,0.78313,0.07298,Procambarus_clarkii_native,combined,3,all
3,3864,0.7148,0.07867,Procambarus_clarkii_native,combined,3,all
4,3864,0.58333,0.45911,Procambarus_clarkii_native,combined,3,all
0,3477,0.68018,0.22893,Procambarus_clarkii_native,combined,3,never_trained
1,3477,0.81277,0.13086,Procambarus_clarkii_native,combined,3,never_trained
2,3477,0.77251,0.07478,Procambarus_clarkii_native,combined,3,never_trained
3,3477,0.70894,0.0811,Procambarus_clarkii_native,combined,3,never_trained
4,3477,0.57348,0.478,Procambarus_clarkii_native,combined,3,never_trained
0,3864,0.74586,0.31988,Procambarus_clarkii_native,local_only,10,all
1,3864,0.86077,0.17624,Procambarus_clarkii_native,local_only,10,all
2,3864,0.88613,0.14441,Procambarus_clarkii_native,local_only,10,all
3,3864,0.82686,0.16693,Procambarus_clarkii_native,local_only,10,all
4,3864,0.56263,0.4573,Procambarus_clarkii_native,local_only,10,all
0,3467,0.74387,0.32853,Procambarus_clarkii_native,local_only,10,never_trained
1,3466,0.85632,0.18407,Procambarus_clarkii_native,local_only,10,never_trained
2,3467,0.88232,0.14364,Procambarus_clarkii_native,local_only,10,never_trained
3,3466,0.82429,0.16532,Procambarus_clarkii_native,local_only,10,never_trained
4,3467,0.54514,0.45342,Procambarus_clarkii_native,local_only,10,never_trained
0,3864,0.79503,0.33747,Procambarus_clarkii_native,local_only,20,all
1,3864,0.88898,0.20005,Procambarus_clarkii_native,local_only,20,all
2,3864,0.90813,0.16486,Procambarus_clarkii_native,local_only,20,all
3,3864,0.82531,0.17909,Procambarus_clarkii_native,local_only,20,all
4,3864,0.55952,0.47645,Procambarus_clarkii_native,local_only,20,all
0,3450,0.79246,0.34667,Procambarus_clarkii_native,local_only,20,never_trained
1,3450,0.88406,0.20203,Procambarus_clarkii_native,local_only,20,never_trained
2,3450,0.9029,0.16116,Procambarus_clarkii_native,local_only,20,never_trained
3,3450,0.82435,0.17536,Procambarus_clarkii_native,local_only,20,never_trained
4,3450,0.53391,0.45913,Procambarus_clarkii_native,local_only,20,never_trained
0,3864,0.73214,0.2619,Procambarus_clarkii_native,local_only,3,all
1,3864,0.83075,0.12862,Procambarus_clarkii_native,local_only,3,all
2,3864,0.84084,0.11517,Procambarus_clarkii_native,local_only,3,all
3,3864,0.78597,0.147,Procambarus_clarkii_native,local_only,3,all
4,3864,0.58644,0.47334,Procambarus_clarkii_native,local_only,3,all
0,3477,0.72735,0.27207,Procambarus_clarkii_native,local_only,3,never_trained
1,3477,0.82226,0.13316,Procambarus_clarkii_native,local_only,3,never_trained
2,3477,0.83348,0.11533,Procambarus_clarkii_native,local_only,3,never_trained
3,3477,0.78113,0.15128,Procambarus_clarkii_native,local_only,3,never_trained
4,3477,0.57406,0.48001,Procambarus_clarkii_native,local_only,3,never_trained
0,3864,0.77329,0.18297,Procambarus_clarkii_native,upstream_only,10,all
1,3864,0.71843,0.21351,Procambarus_clarkii_native,upstream_only,10,all
2,3864,0.82453,0.17391,Procambarus_clarkii_native,upstream_only,10,all
3,3864,0.14389,0.11335,Procambarus_clarkii_native,upstream_only,10,all
4,3864,0.06832,0.07842,Procambarus_clarkii_native,upstream_only,10,all
0,3467,0.7756,0.18258,Procambarus_clarkii_native,upstream_only,10,never_trained
1,3466,0.70946,0.21696,Procambarus_clarkii_native,upstream_only,10,never_trained
2,3467,0.82261,0.1771,Procambarus_clarkii_native,upstream_only,10,never_trained
3,3466,0.13647,0.10935,Procambarus_clarkii_native,upstream_only,10,never_trained
