binning,bin,frac_over,mean_diff,n,entity,entity_dir,track,level,source
bland_altman,1,0.46943,-0.00049,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,local_only,20,null
bland_altman,2,0.37388,-0.00226,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,local_only,20,null
bland_altman,3,0.36409,-0.00626,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,local_only,20,null
bland_altman,4,0.35688,-0.00939,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,local_only,20,null
benchmark,0,0.55888,0.0008,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,3,contaminated
benchmark,1,0.57971,0.00364,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,3,contaminated
benchmark,2,0.88161,0.01026,17713,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,3,contaminated
benchmark,3,0.44491,-0.00129,4756,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,3,contaminated
bland_altman,0,0.5526,0.00051,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,3,contaminated
bland_altman,1,0.57103,0.0027,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,3,contaminated
bland_altman,2,0.71545,0.00795,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,3,contaminated
bland_altman,3,1.0,0.01151,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,3,contaminated
bland_altman,4,0.66702,0.0052,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,3,contaminated
benchmark,0,0.65941,0.00067,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,3,null
benchmark,1,0.59626,0.00074,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,3,null
benchmark,2,0.86676,-0.0,17713,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,3,null
benchmark,3,0.42641,-0.00379,4756,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,3,null
bland_altman,0,0.65274,0.00057,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,3,null
bland_altman,1,0.59533,0.00055,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,3,null
bland_altman,2,0.6794,-0.00062,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,3,null
bland_altman,3,1.0,0.00018,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,3,null
bland_altman,4,0.64887,-0.00168,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,3,null
benchmark,0,0.51602,0.00502,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,10,contaminated
benchmark,1,0.57223,0.01315,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,10,contaminated
benchmark,2,0.88415,0.02827,17713,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,10,contaminated
benchmark,3,0.41085,0.00171,4756,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,10,contaminated
bland_altman,0,0.49786,0.00256,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,10,contaminated
bland_altman,1,0.55567,0.00959,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,10,contaminated
bland_altman,2,0.72947,0.02372,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,10,contaminated
bland_altman,3,1.0,0.03107,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,10,contaminated
bland_altman,4,0.65714,0.01917,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,10,contaminated
benchmark,0,0.74219,0.00105,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,10,null
benchmark,1,0.59947,0.00089,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,10,null
benchmark,2,0.84977,0.00054,17713,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,10,null
benchmark,3,0.37763,-0.00624,4756,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,10,null
bland_altman,0,0.73725,0.00095,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,10,null
bland_altman,1,0.59506,0.00067,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,10,null
bland_altman,2,0.63774,-0.00097,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,10,null
bland_altman,3,1.0,0.00136,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,10,null
bland_altman,4,0.62109,-0.00275,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,10,null
benchmark,0,0.47383,0.00764,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,20,contaminated
benchmark,1,0.5761,0.0214,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,20,contaminated
benchmark,2,0.88093,0.04838,17713,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,20,contaminated
benchmark,3,0.35177,-0.00199,4756,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,20,contaminated
bland_altman,0,0.44606,0.00276,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,20,contaminated
bland_altman,1,0.54793,0.01237,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,20,contaminated
bland_altman,2,0.71865,0.03905,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,20,contaminated
bland_altman,3,1.0,0.0548,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,20,contaminated
bland_altman,4,0.64406,0.03321,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,20,contaminated
benchmark,0,0.59733,0.00076,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,20,null
benchmark,1,0.58999,0.00124,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,20,null
benchmark,2,0.11156,-0.00217,17713,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,20,null
benchmark,3,0.35408,-0.0087,4756,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,20,null
bland_altman,0,0.58652,0.00056,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,20,null
bland_altman,1,0.58785,0.00084,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,20,null
bland_altman,2,0.26813,-0.003,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,20,null
bland_altman,3,0.0,-0.00174,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,20,null
bland_altman,4,0.23351,-0.00531,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,upstream_only,20,null
benchmark,0,0.84793,0.00201,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,contaminated
benchmark,1,0.86435,0.00789,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,contaminated
benchmark,2,0.77634,0.0242,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,contaminated
benchmark,3,0.64486,0.01393,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,contaminated
benchmark,4,0.4972,0.00456,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,contaminated
bland_altman,0,0.83792,0.00181,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,contaminated
bland_altman,1,0.85674,0.00498,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,contaminated
bland_altman,2,0.76312,0.02117,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,contaminated
bland_altman,3,0.65327,0.01709,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,contaminated
bland_altman,4,0.51963,0.00754,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,contaminated
benchmark,0,0.4215,-0.00014,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,null
benchmark,1,0.41108,-0.00024,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,null
benchmark,2,0.49833,0.00077,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,null
benchmark,3,0.46622,-0.0002,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,null
benchmark,4,0.43632,-0.0032,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,null
bland_altman,0,0.40881,-0.00025,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,null
bland_altman,1,0.41482,-0.00027,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,null
bland_altman,2,0.49499,0.00049,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,null
bland_altman,3,0.46582,-0.00046,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,null
bland_altman,4,0.449,-0.00252,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,3,null
benchmark,0,0.90788,0.00717,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,contaminated
benchmark,1,0.91055,0.02373,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,contaminated
benchmark,2,0.8212,0.06833,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,contaminated
benchmark,3,0.67397,0.03658,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,contaminated
benchmark,4,0.47891,0.00868,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,contaminated
bland_altman,0,0.89212,0.0063,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,contaminated
bland_altman,1,0.89973,0.01334,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,contaminated
bland_altman,2,0.77634,0.04725,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,contaminated
bland_altman,3,0.70641,0.05953,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,contaminated
bland_altman,4,0.51789,0.01807,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,contaminated
benchmark,0,0.35394,-0.0001,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,null
benchmark,1,0.31629,-0.00098,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,null
benchmark,2,0.37054,-0.00157,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,null
benchmark,3,0.3741,-0.00301,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,null
benchmark,4,0.38264,-0.0065,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,null
bland_altman,0,0.33872,-0.0003,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,null
bland_altman,1,0.32283,-0.00097,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,null
bland_altman,2,0.36547,-0.00193,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,null
bland_altman,3,0.3729,-0.00337,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,null
bland_altman,4,0.3976,-0.00558,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,10,null
benchmark,0,0.92603,0.01412,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,contaminated
benchmark,1,0.93057,0.04078,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,contaminated
benchmark,2,0.83309,0.11132,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,contaminated
benchmark,3,0.6733,0.05523,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,contaminated
benchmark,4,0.44206,0.00765,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,contaminated
bland_altman,0,0.90547,0.01197,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,contaminated
bland_altman,1,0.91175,0.02313,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,contaminated
bland_altman,2,0.75991,0.05978,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,contaminated
bland_altman,3,0.72123,0.106,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,contaminated
bland_altman,4,0.50668,0.0282,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,contaminated
benchmark,0,0.52243,0.00048,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,null
benchmark,1,0.45407,-0.0002,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,null
benchmark,2,0.40566,-0.00243,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,null
benchmark,3,0.34993,-0.00533,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,null
benchmark,4,0.32163,-0.01115,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,null
bland_altman,0,0.50561,0.00027,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,null
bland_altman,1,0.45928,-0.00025,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,null
bland_altman,2,0.40206,-0.00281,7489,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,null
bland_altman,3,0.34927,-0.00583,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,null
bland_altman,4,0.33752,-0.01001,7490,Pacifastacus leniusculus (alien),Pacifastacus_leniusculus_alien,combined,20,null
benchmark,0,0.80429,0.00993,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,contaminated
benchmark,1,0.68279,0.01352,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,contaminated
benchmark,2,0.64564,0.01352,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,contaminated
benchmark,3,0.56733,0.00874,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,contaminated
benchmark,4,0.44428,-0.00188,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,contaminated
bland_altman,0,0.78185,0.00745,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,contaminated
bland_altman,1,0.64938,0.0086,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,contaminated
bland_altman,2,0.64439,0.01237,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,contaminated
bland_altman,3,0.58828,0.01278,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,contaminated
bland_altman,4,0.48043,0.00261,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,contaminated
benchmark,0,0.42957,-0.00079,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,null
benchmark,1,0.46384,-0.00061,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,null
benchmark,2,0.45761,-0.00104,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,null
benchmark,3,0.45062,-0.00247,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,null
benchmark,4,0.43755,-0.00381,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,null
bland_altman,0,0.41536,-0.00118,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,null
bland_altman,1,0.44713,-0.00137,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,null
bland_altman,2,0.45885,-0.00124,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,null
bland_altman,3,0.45411,-0.00268,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,null
bland_altman,4,0.46372,-0.00227,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,3,null
benchmark,0,0.85939,0.02248,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,contaminated
benchmark,1,0.71172,0.03342,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,contaminated
benchmark,2,0.61297,0.03293,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,contaminated
benchmark,3,0.50075,0.01837,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,contaminated
benchmark,4,0.3812,-0.00397,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,contaminated
bland_altman,0,0.82074,0.01548,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,contaminated
bland_altman,1,0.65636,0.01559,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,contaminated
bland_altman,2,0.57955,0.02088,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,contaminated
bland_altman,3,0.55486,0.03792,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,contaminated
bland_altman,4,0.4545,0.01335,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,contaminated
benchmark,0,0.33957,-0.00191,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,null
benchmark,1,0.40723,-0.00229,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,null
benchmark,2,0.38354,-0.00374,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,null
benchmark,3,0.37207,-0.00654,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,null
benchmark,4,0.36026,-0.00874,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,null
bland_altman,0,0.32461,-0.00238,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,null
bland_altman,1,0.38653,-0.00321,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,null
bland_altman,2,0.38803,-0.00411,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,null
bland_altman,3,0.37731,-0.00649,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,null
bland_altman,4,0.38619,-0.00702,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,10,null
benchmark,0,0.88581,0.0406,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,contaminated
benchmark,1,0.7404,0.05425,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,contaminated
benchmark,2,0.59875,0.04961,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,contaminated
benchmark,3,0.45337,0.02452,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,contaminated
benchmark,4,0.3084,-0.01145,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,contaminated
bland_altman,0,0.83096,0.02546,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,contaminated
bland_altman,1,0.65486,0.02332,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,contaminated
bland_altman,2,0.54364,0.02563,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,contaminated
bland_altman,3,0.52294,0.05206,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,contaminated
bland_altman,4,0.43431,0.03106,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,contaminated
benchmark,0,0.20319,-0.0078,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,null
benchmark,1,0.30474,-0.00651,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,null
benchmark,2,0.32145,-0.00757,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,null
benchmark,3,0.29426,-0.01239,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,null
benchmark,4,0.27325,-0.0174,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,null
bland_altman,0,0.18524,-0.00896,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,null
bland_altman,1,0.28878,-0.00758,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,null
bland_altman,2,0.3202,-0.00804,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,null
bland_altman,3,0.3015,-0.01231,4010,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,null
bland_altman,4,0.30117,-0.01478,4011,Faxonius limosus (alien),Faxonius_limosus_alien,local_only,20,null
benchmark,0,0.49838,0.00083,4011,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,3,contaminated
benchmark,1,0.47456,0.0037,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,3,contaminated
benchmark,2,0.99847,0.00741,8495,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,3,contaminated
benchmark,3,0.47879,0.00225,3536,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,3,contaminated
bland_altman,0,0.46098,-0.00226,4011,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,3,contaminated
bland_altman,1,0.47182,0.00089,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,3,contaminated
bland_altman,2,0.98803,0.0073,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,3,contaminated
bland_altman,3,1.0,0.00737,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,3,contaminated
bland_altman,4,0.58938,0.00891,4011,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,3,contaminated
benchmark,0,0.42059,-0.00256,4011,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,3,null
benchmark,1,0.41197,-0.00283,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,3,null
benchmark,2,0.99859,0.00012,8495,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,3,null
benchmark,3,0.46097,-0.00017,3536,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,3,null
bland_altman,0,0.39043,-0.00447,4011,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,3,null
bland_altman,1,0.41421,-0.00401,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,3,null
bland_altman,2,0.98828,0.00015,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,3,null
bland_altman,3,1.0,0.0001,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,3,null
bland_altman,4,0.56146,0.00295,4011,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,3,null
benchmark,0,0.5101,0.00397,4011,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,10,contaminated
benchmark,1,0.42494,0.00654,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,10,contaminated
benchmark,2,0.99823,0.02424,8495,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,10,contaminated
benchmark,3,0.40979,-0.0026,3536,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,10,contaminated
bland_altman,0,0.46048,-0.00259,4011,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,10,contaminated
bland_altman,1,0.41945,0.00153,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,10,contaminated
bland_altman,2,0.97431,0.02357,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,10,contaminated
bland_altman,3,1.0,0.02423,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,10,contaminated
bland_altman,4,0.55672,0.01284,4011,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,10,contaminated
benchmark,0,0.39791,-0.00278,4011,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,10,null
benchmark,1,0.36509,-0.00516,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,10,null
benchmark,2,0.00165,-0.00142,8495,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,10,null
benchmark,3,0.41544,-0.00506,3536,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,10,null
bland_altman,0,0.36699,-0.00494,4011,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,10,null
bland_altman,1,0.36409,-0.0066,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,10,null
bland_altman,2,0.00998,-0.00169,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,10,null
bland_altman,3,0.0,-0.00142,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,10,null
bland_altman,4,0.39167,-0.00077,4011,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,10,null
benchmark,0,0.49564,0.00774,4011,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,20,contaminated
benchmark,1,0.4197,0.00909,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,20,contaminated
benchmark,2,0.99812,0.04402,8495,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,20,contaminated
benchmark,3,0.35775,-0.01004,3536,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,20,contaminated
bland_altman,0,0.42309,-0.00667,4011,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,20,contaminated
bland_altman,1,0.40599,-0.00053,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,20,contaminated
bland_altman,2,0.95536,0.04164,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,20,contaminated
bland_altman,3,1.0,0.04408,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,20,contaminated
bland_altman,4,0.56071,0.0227,4011,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,20,contaminated
benchmark,0,0.37198,-0.00612,4011,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,20,null
benchmark,1,0.32369,-0.01015,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,20,null
benchmark,2,0.00118,-0.00385,8495,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,20,null
benchmark,3,0.34898,-0.01179,3536,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,20,null
bland_altman,0,0.33807,-0.00959,4011,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,20,null
bland_altman,1,0.32544,-0.01102,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,20,null
bland_altman,2,0.01397,-0.00427,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,20,null
bland_altman,3,0.0,-0.00382,4010,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,20,null
bland_altman,4,0.32835,-0.0061,4011,Faxonius limosus (alien),Faxonius_limosus_alien,upstream_only,20,null
