algorithm,n_saved,n_new,n_common,max_abs_diff,entity,entity_dir,track,level
xgboost,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,combined,3
glm,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,local_only,0
gam,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,local_only,0
random_forest,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,local_only,0
xgboost,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,local_only,0
glm,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,local_only,10
gam,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,local_only,10
random_forest,22945,22945,22945,2.220446049250313e-16,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,local_only,10
xgboost,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,local_only,10
glm,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,local_only,20
gam,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,local_only,20
random_forest,22945,22945,22945,2.220446049250313e-16,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,local_only,20
xgboost,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,local_only,20
glm,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,local_only,3
gam,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,local_only,3
random_forest,22945,22945,22945,2.220446049250313e-16,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,local_only,3
xgboost,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,local_only,3
glm,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,upstream_only,0
gam,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,upstream_only,0
random_forest,22945,22945,22945,1.1102230246251563e-16,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,upstream_only,0
xgboost,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,upstream_only,0
glm,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,upstream_only,10
gam,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,upstream_only,10
random_forest,22945,22945,22945,2.220446049250313e-16,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,upstream_only,10
xgboost,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,upstream_only,10
glm,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,upstream_only,20
gam,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,upstream_only,20
random_forest,22945,22945,22945,1.1102230246251563e-16,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,upstream_only,20
xgboost,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,upstream_only,20
glm,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,upstream_only,3
gam,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,upstream_only,3
random_forest,22945,22945,22945,1.1102230246251563e-16,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,upstream_only,3
xgboost,22945,22945,22945,0.0,Pontastacus leptodactylus (pooled),Pontastacus_leptodactylus_pooled,upstream_only,3
glm,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,combined,0
gam,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,combined,0
random_forest,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,combined,0
xgboost,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,combined,0
glm,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,combined,10
gam,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,combined,10
random_forest,48267,48267,48267,2.220446049250313e-16,Procambarus clarkii (alien),Procambarus_clarkii_alien,combined,10
xgboost,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,combined,10
glm,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,combined,20
gam,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,combined,20
random_forest,48267,48267,48267,3.3306690738754696e-16,Procambarus clarkii (alien),Procambarus_clarkii_alien,combined,20
xgboost,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,combined,20
glm,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,combined,3
gam,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,combined,3
random_forest,48267,48267,48267,2.220446049250313e-16,Procambarus clarkii (alien),Procambarus_clarkii_alien,combined,3
xgboost,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,combined,3
glm,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,local_only,0
gam,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,local_only,0
random_forest,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,local_only,0
xgboost,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,local_only,0
glm,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,local_only,10
gam,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,local_only,10
random_forest,48267,48267,48267,2.220446049250313e-16,Procambarus clarkii (alien),Procambarus_clarkii_alien,local_only,10
xgboost,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,local_only,10
glm,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,local_only,20
gam,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,local_only,20
random_forest,48267,48267,48267,2.220446049250313e-16,Procambarus clarkii (alien),Procambarus_clarkii_alien,local_only,20
xgboost,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,local_only,20
glm,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,local_only,3
gam,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,local_only,3
random_forest,48267,48267,48267,2.220446049250313e-16,Procambarus clarkii (alien),Procambarus_clarkii_alien,local_only,3
xgboost,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,local_only,3
glm,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,upstream_only,0
gam,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,upstream_only,0
random_forest,48267,48267,48267,1.1102230246251563e-16,Procambarus clarkii (alien),Procambarus_clarkii_alien,upstream_only,0
xgboost,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,upstream_only,0
glm,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,upstream_only,10
gam,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,upstream_only,10
random_forest,48267,48267,48267,1.1102230246251563e-16,Procambarus clarkii (alien),Procambarus_clarkii_alien,upstream_only,10
xgboost,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,upstream_only,10
glm,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,upstream_only,20
gam,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,upstream_only,20
random_forest,48267,48267,48267,2.220446049250313e-16,Procambarus clarkii (alien),Procambarus_clarkii_alien,upstream_only,20
xgboost,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,upstream_only,20
glm,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,upstream_only,3
gam,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,upstream_only,3
random_forest,48267,48267,48267,1.1102230246251563e-16,Procambarus clarkii (alien),Procambarus_clarkii_alien,upstream_only,3
xgboost,48267,48267,48267,0.0,Procambarus clarkii (alien),Procambarus_clarkii_alien,upstream_only,3
glm,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,combined,0
gam,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,combined,0
random_forest,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,combined,0
xgboost,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,combined,0
glm,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,combined,10
gam,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,combined,10
random_forest,19320,19320,19320,1.1102230246251563e-16,Procambarus clarkii (native),Procambarus_clarkii_native,combined,10
xgboost,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,combined,10
glm,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,combined,20
gam,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,combined,20
random_forest,19320,19320,19320,2.220446049250313e-16,Procambarus clarkii (native),Procambarus_clarkii_native,combined,20
xgboost,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,combined,20
glm,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,combined,3
gam,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,combined,3
random_forest,19320,19320,19320,1.1102230246251563e-16,Procambarus clarkii (native),Procambarus_clarkii_native,combined,3
xgboost,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,combined,3
glm,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,local_only,0
gam,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,local_only,0
random_forest,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,local_only,0
xgboost,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,local_only,0
glm,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,local_only,10
gam,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,local_only,10
random_forest,19320,19320,19320,2.220446049250313e-16,Procambarus clarkii (native),Procambarus_clarkii_native,local_only,10
xgboost,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,local_only,10
glm,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,local_only,20
gam,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,local_only,20
random_forest,19320,19320,19320,2.220446049250313e-16,Procambarus clarkii (native),Procambarus_clarkii_native,local_only,20
xgboost,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,local_only,20
glm,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,local_only,3
gam,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,local_only,3
random_forest,19320,19320,19320,2.220446049250313e-16,Procambarus clarkii (native),Procambarus_clarkii_native,local_only,3
xgboost,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,local_only,3
glm,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,upstream_only,0
gam,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,upstream_only,0
random_forest,19320,19320,19320,1.1102230246251563e-16,Procambarus clarkii (native),Procambarus_clarkii_native,upstream_only,0
xgboost,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,upstream_only,0
glm,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,upstream_only,10
gam,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,upstream_only,10
random_forest,19320,19320,19320,2.220446049250313e-16,Procambarus clarkii (native),Procambarus_clarkii_native,upstream_only,10
xgboost,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,upstream_only,10
glm,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,upstream_only,20
gam,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,upstream_only,20
random_forest,19320,19320,19320,2.220446049250313e-16,Procambarus clarkii (native),Procambarus_clarkii_native,upstream_only,20
xgboost,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,upstream_only,20
glm,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,upstream_only,3
gam,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,upstream_only,3
random_forest,19320,19320,19320,2.220446049250313e-16,Procambarus clarkii (native),Procambarus_clarkii_native,upstream_only,3
xgboost,19320,19320,19320,0.0,Procambarus clarkii (native),Procambarus_clarkii_native,upstream_only,3
