entity,algorithm,track,axis,level,auc_mean,tss_mean,brier_mean,boyce_mean,auc_std,tss_std,brier_std,boyce_std,n_reps_ok,min_folds,benchmark_presence_n,segments,auc_clean,tss_clean,brier_clean,boyce_clean,delta_auc,delta_tss,delta_brier,delta_boyce
Pacifastacus leniusculus (alien),xgboost,combined,benchmark,0,0.8792,0.5924,0.1306,0.9758,,,,,1,5.0,4171.0,37449.0,0.8792,0.5924,0.1306,0.9758,0.0,0.0,0.0,0.0
Pacifastacus leniusculus (alien),xgboost,combined,lowacc,3,0.8681,0.5709,0.1351,0.989,0.0103,0.0283,0.0058,0.0118,30,5.0,4171.0,37449.0,0.8792,0.5924,0.1306,0.9758,-0.0111,-0.0215,0.0044,0.0132
Pacifastacus leniusculus (alien),xgboost,combined,lowacc,10,0.8448,0.5061,0.148,0.9894,0.0085,0.0166,0.0084,0.0114,30,5.0,4171.0,37449.0,0.8792,0.5924,0.1306,0.9758,-0.0344,-0.0862,0.0173,0.0137
Pacifastacus leniusculus (alien),xgboost,combined,lowacc,20,0.8209,0.4574,0.165,0.9758,0.0088,0.0175,0.0097,0.0203,30,5.0,4171.0,37449.0,0.8792,0.5924,0.1306,0.9758,-0.0584,-0.135,0.0344,0.0
Pacifastacus leniusculus (alien),xgboost,local_only,benchmark,0,0.8758,0.5938,0.1318,0.9952,,,,,1,5.0,4171.0,37449.0,0.8758,0.5938,0.1318,0.9952,0.0,0.0,0.0,0.0
Pacifastacus leniusculus (alien),xgboost,local_only,lowacc,3,0.8636,0.564,0.1383,0.9847,0.0107,0.027,0.0057,0.0162,30,5.0,4171.0,37449.0,0.8758,0.5938,0.1318,0.9952,-0.0123,-0.0298,0.0064,-0.0105
Pacifastacus leniusculus (alien),xgboost,local_only,lowacc,10,0.839,0.4999,0.1513,0.991,0.0097,0.0195,0.009,0.008,30,5.0,4171.0,37449.0,0.8758,0.5938,0.1318,0.9952,-0.0368,-0.0939,0.0194,-0.0042
Pacifastacus leniusculus (alien),xgboost,local_only,lowacc,20,0.8162,0.4541,0.1675,0.9744,0.0089,0.0193,0.0104,0.0191,30,5.0,4171.0,37449.0,0.8758,0.5938,0.1318,0.9952,-0.0596,-0.1398,0.0357,-0.0207
Pacifastacus leniusculus (alien),xgboost,upstream_only,benchmark,0,0.8049,0.4774,0.1726,0.9539,,,,,1,5.0,4171.0,37449.0,0.8049,0.4774,0.1726,0.9539,0.0,0.0,0.0,0.0
Pacifastacus leniusculus (alien),xgboost,upstream_only,lowacc,3,0.8097,0.472,0.1692,0.9549,0.0094,0.0249,0.0046,0.0247,30,5.0,4171.0,37449.0,0.8049,0.4774,0.1726,0.9539,0.0047,-0.0053,-0.0034,0.0009
Pacifastacus leniusculus (alien),xgboost,upstream_only,lowacc,10,0.7884,0.4273,0.1779,0.961,0.0072,0.0143,0.0043,0.0178,30,5.0,4171.0,37449.0,0.8049,0.4774,0.1726,0.9539,-0.0166,-0.0501,0.0053,0.0071
Pacifastacus leniusculus (alien),xgboost,upstream_only,lowacc,20,0.7693,0.3878,0.1892,0.9516,0.0085,0.0191,0.0064,0.0273,30,5.0,4171.0,37449.0,0.8049,0.4774,0.1726,0.9539,-0.0356,-0.0896,0.0166,-0.0023
Pontastacus leptodactylus (pooled),random_forest,combined,benchmark,0,0.7804,0.4366,0.1782,0.9055,,,,,1,5.0,1496.0,22945.0,0.7804,0.4366,0.1782,0.9055,0.0,0.0,0.0,0.0
Pontastacus leptodactylus (pooled),random_forest,combined,lowacc,3,0.8016,0.467,0.1725,0.9325,0.0129,0.0259,0.0032,0.0306,30,5.0,1496.0,22945.0,0.7804,0.4366,0.1782,0.9055,0.0213,0.0303,-0.0056,0.0271
Pontastacus leptodactylus (pooled),random_forest,combined,lowacc,10,0.7916,0.4391,0.1807,0.9499,0.0126,0.02,0.0037,0.0244,30,5.0,1496.0,22945.0,0.7804,0.4366,0.1782,0.9055,0.0113,0.0024,0.0025,0.0445
Pontastacus leptodactylus (pooled),random_forest,combined,lowacc,20,0.7853,0.4225,0.1849,0.968,0.0126,0.0236,0.0042,0.0154,30,5.0,1496.0,22945.0,0.7804,0.4366,0.1782,0.9055,0.005,-0.0141,0.0067,0.0625
Pontastacus leptodactylus (pooled),random_forest,local_only,benchmark,0,0.7804,0.4366,0.1782,0.9055,,,,,1,5.0,1496.0,22945.0,0.7804,0.4366,0.1782,0.9055,0.0,0.0,0.0,0.0
Pontastacus leptodactylus (pooled),random_forest,local_only,lowacc,3,0.8016,0.467,0.1725,0.9325,0.0129,0.0259,0.0032,0.0306,30,5.0,1496.0,22945.0,0.7804,0.4366,0.1782,0.9055,0.0213,0.0303,-0.0056,0.0271
Pontastacus leptodactylus (pooled),random_forest,local_only,lowacc,10,0.7916,0.4391,0.1807,0.9499,0.0126,0.02,0.0037,0.0244,30,5.0,1496.0,22945.0,0.7804,0.4366,0.1782,0.9055,0.0113,0.0024,0.0025,0.0445
Pontastacus leptodactylus (pooled),random_forest,local_only,lowacc,20,0.7853,0.4225,0.1849,0.968,0.0126,0.0236,0.0042,0.0154,30,5.0,1496.0,22945.0,0.7804,0.4366,0.1782,0.9055,0.005,-0.0141,0.0067,0.0625
Pontastacus leptodactylus (pooled),random_forest,upstream_only,benchmark,0,0.5274,0.0345,0.2494,0.1186,,,,,1,5.0,1496.0,22945.0,0.5274,0.0345,0.2494,0.1186,0.0,0.0,0.0,0.0
Pontastacus leptodactylus (pooled),random_forest,upstream_only,lowacc,3,0.5287,0.0209,0.2492,0.3897,0.0108,0.0235,0.001,0.2054,30,5.0,1496.0,22945.0,0.5274,0.0345,0.2494,0.1186,0.0013,-0.0136,-0.0001,0.2712
Pontastacus leptodactylus (pooled),random_forest,upstream_only,lowacc,10,0.5283,0.0215,0.2492,0.34,0.0113,0.0207,0.0009,0.1684,30,5.0,1496.0,22945.0,0.5274,0.0345,0.2494,0.1186,0.0009,-0.013,-0.0002,0.2214
Pontastacus leptodactylus (pooled),random_forest,upstream_only,lowacc,20,0.5326,0.032,0.2493,0.3266,0.0106,0.02,0.0012,0.1649,30,5.0,1496.0,22945.0,0.5274,0.0345,0.2494,0.1186,0.0052,-0.0025,-0.0001,0.208
Pontastacus leptodactylus (pooled),xgboost,combined,benchmark,0,0.7899,0.4338,0.1871,0.7794,,,,,1,5.0,1496.0,22945.0,0.7899,0.4338,0.1871,0.7794,0.0,0.0,0.0,0.0
Pontastacus leptodactylus (pooled),xgboost,combined,lowacc,3,0.8081,0.478,0.1758,0.8929,0.0134,0.0285,0.0056,0.0696,30,5.0,1496.0,22945.0,0.7899,0.4338,0.1871,0.7794,0.0181,0.0442,-0.0113,0.1135
Pontastacus leptodactylus (pooled),xgboost,combined,lowacc,10,0.7987,0.4518,0.1867,0.9066,0.0122,0.0248,0.0073,0.0622,30,5.0,1496.0,22945.0,0.7899,0.4338,0.1871,0.7794,0.0088,0.018,-0.0004,0.1272
Pontastacus leptodactylus (pooled),xgboost,combined,lowacc,20,0.7909,0.4336,0.1904,0.9358,0.0132,0.0271,0.0064,0.0354,30,5.0,1496.0,22945.0,0.7899,0.4338,0.1871,0.7794,0.001,-0.0003,0.0033,0.1564
Pontastacus leptodactylus (pooled),xgboost,local_only,benchmark,0,0.7899,0.4338,0.1871,0.7794,,,,,1,5.0,1496.0,22945.0,0.7899,0.4338,0.1871,0.7794,0.0,0.0,0.0,0.0
Pontastacus leptodactylus (pooled),xgboost,local_only,lowacc,3,0.8081,0.478,0.1758,0.8929,0.0134,0.0285,0.0056,0.0696,30,5.0,1496.0,22945.0,0.7899,0.4338,0.1871,0.7794,0.0181,0.0442,-0.0113,0.1135
Pontastacus leptodactylus (pooled),xgboost,local_only,lowacc,10,0.7987,0.4518,0.1867,0.9066,0.0122,0.0248,0.0073,0.0622,30,5.0,1496.0,22945.0,0.7899,0.4338,0.1871,0.7794,0.0088,0.018,-0.0004,0.1272
Pontastacus leptodactylus (pooled),xgboost,local_only,lowacc,20,0.7909,0.4336,0.1904,0.9358,0.0132,0.0271,0.0064,0.0354,30,5.0,1496.0,22945.0,0.7899,0.4338,0.1871,0.7794,0.001,-0.0003,0.0033,0.1564
Pontastacus leptodactylus (pooled),xgboost,upstream_only,benchmark,0,0.5252,0.0515,0.2595,0.0262,,,,,1,5.0,1496.0,22945.0,0.5252,0.0515,0.2595,0.0262,0.0,0.0,0.0,0.0
Pontastacus leptodactylus (pooled),xgboost,upstream_only,lowacc,3,0.5283,0.0338,0.2564,0.3801,0.0106,0.0202,0.0034,0.1901,30,5.0,1496.0,22945.0,0.5252,0.0515,0.2595,0.0262,0.0031,-0.0177,-0.0031,0.3539
Pontastacus leptodactylus (pooled),xgboost,upstream_only,lowacc,10,0.5292,0.0338,0.2538,0.3451,0.011,0.0163,0.0029,0.1472,30,5.0,1496.0,22945.0,0.5252,0.0515,0.2595,0.0262,0.004,-0.0176,-0.0057,0.3189
Pontastacus leptodactylus (pooled),xgboost,upstream_only,lowacc,20,0.533,0.0359,0.2536,0.3391,0.0108,0.0146,0.0036,0.1779,30,5.0,1496.0,22945.0,0.5252,0.0515,0.2595,0.0262,0.0078,-0.0156,-0.0059,0.3129
Procambarus clarkii (alien),random_forest,combined,benchmark,0,0.91,0.6616,0.1141,0.9927,,,,,1,5.0,7711.0,48267.0,0.91,0.6616,0.1141,0.9927,0.0,0.0,0.0,0.0
Procambarus clarkii (alien),random_forest,combined,lowacc,3,0.9088,0.6696,0.1161,0.9988,0.0058,0.0167,0.0027,0.0023,30,5.0,7711.0,48267.0,0.91,0.6616,0.1141,0.9927,-0.0012,0.008,0.002,0.0061
Procambarus clarkii (alien),random_forest,combined,lowacc,10,0.9005,0.6528,0.1214,0.9994,0.0098,0.0258,0.0035,0.0015,30,5.0,7711.0,48267.0,0.91,0.6616,0.1141,0.9927,-0.0096,-0.0088,0.0073,0.0067
Procambarus clarkii (alien),random_forest,combined,lowacc,20,0.8939,0.6357,0.125,0.9992,0.0086,0.0257,0.0031,0.0019,30,5.0,7711.0,48267.0,0.91,0.6616,0.1141,0.9927,-0.0161,-0.0259,0.0109,0.0065
Procambarus clarkii (alien),random_forest,local_only,benchmark,0,0.91,0.6616,0.1141,0.9927,,,,,1,5.0,7711.0,48267.0,0.91,0.6616,0.1141,0.9927,0.0,0.0,0.0,0.0
Procambarus clarkii (alien),random_forest,local_only,lowacc,3,0.9088,0.6696,0.1161,0.9988,0.0058,0.0167,0.0027,0.0023,30,5.0,7711.0,48267.0,0.91,0.6616,0.1141,0.9927,-0.0012,0.008,0.002,0.0061
Procambarus clarkii (alien),random_forest,local_only,lowacc,10,0.9005,0.6528,0.1214,0.9994,0.0098,0.0258,0.0035,0.0015,30,5.0,7711.0,48267.0,0.91,0.6616,0.1141,0.9927,-0.0096,-0.0088,0.0073,0.0067
Procambarus clarkii (alien),random_forest,local_only,lowacc,20,0.8939,0.6357,0.125,0.9992,0.0086,0.0257,0.0031,0.0019,30,5.0,7711.0,48267.0,0.91,0.6616,0.1141,0.9927,-0.0161,-0.0259,0.0109,0.0065
Procambarus clarkii (alien),random_forest,upstream_only,benchmark,0,0.4871,-0.0344,0.2522,-0.6461,,,,,1,5.0,7711.0,48267.0,0.4871,-0.0344,0.2522,-0.6461,0.0,0.0,0.0,0.0
Procambarus clarkii (alien),random_forest,upstream_only,lowacc,3,0.4893,-0.0232,0.252,-0.2554,0.0109,0.0151,0.0007,0.2515,30,5.0,7711.0,48267.0,0.4871,-0.0344,0.2522,-0.6461,0.0021,0.0112,-0.0002,0.3907
Procambarus clarkii (alien),random_forest,upstream_only,lowacc,10,0.496,-0.0112,0.2516,-0.1695,0.009,0.0185,0.0006,0.2217,30,5.0,7711.0,48267.0,0.4871,-0.0344,0.2522,-0.6461,0.0089,0.0231,-0.0006,0.4766
Procambarus clarkii (alien),random_forest,upstream_only,lowacc,20,0.5049,0.002,0.2514,-0.0366,0.0118,0.0222,0.0007,0.2486,30,5.0,7711.0,48267.0,0.4871,-0.0344,0.2522,-0.6461,0.0178,0.0364,-0.0008,0.6094
Procambarus clarkii (alien),xgboost,combined,benchmark,0,0.9094,0.6571,0.1122,0.9442,,,,,1,5.0,7711.0,48267.0,0.9094,0.6571,0.1122,0.9442,0.0,0.0,0.0,0.0
Procambarus clarkii (alien),xgboost,combined,lowacc,3,0.9085,0.6669,0.1124,0.9926,0.0062,0.0181,0.0034,0.009,30,5.0,7711.0,48267.0,0.9094,0.6571,0.1122,0.9442,-0.0008,0.0098,0.0001,0.0484
Procambarus clarkii (alien),xgboost,combined,lowacc,10,0.8994,0.6464,0.1177,0.9935,0.01,0.0249,0.0036,0.0087,30,5.0,7711.0,48267.0,0.9094,0.6571,0.1122,0.9442,-0.01,-0.0107,0.0054,0.0493
Procambarus clarkii (alien),xgboost,combined,lowacc,20,0.894,0.6306,0.1205,0.9955,0.0088,0.0254,0.0039,0.0061,30,5.0,7711.0,48267.0,0.9094,0.6571,0.1122,0.9442,-0.0153,-0.0266,0.0082,0.0513
Procambarus clarkii (alien),xgboost,local_only,benchmark,0,0.9094,0.6571,0.1122,0.9442,,,,,1,5.0,7711.0,48267.0,0.9094,0.6571,0.1122,0.9442,0.0,0.0,0.0,0.0
Procambarus clarkii (alien),xgboost,local_only,lowacc,3,0.9085,0.6669,0.1124,0.9926,0.0062,0.0181,0.0034,0.009,30,5.0,7711.0,48267.0,0.9094,0.6571,0.1122,0.9442,-0.0008,0.0098,0.0001,0.0484
Procambarus clarkii (alien),xgboost,local_only,lowacc,10,0.8994,0.6464,0.1177,0.9935,0.01,0.0249,0.0036,0.0087,30,5.0,7711.0,48267.0,0.9094,0.6571,0.1122,0.9442,-0.01,-0.0107,0.0054,0.0493
Procambarus clarkii (alien),xgboost,local_only,lowacc,20,0.894,0.6306,0.1205,0.9955,0.0088,0.0254,0.0039,0.0061,30,5.0,7711.0,48267.0,0.9094,0.6571,0.1122,0.9442,-0.0153,-0.0266,0.0082,0.0513
Procambarus clarkii (alien),xgboost,upstream_only,benchmark,0,0.4871,-0.0012,0.2651,-0.6294,,,,,1,5.0,7711.0,48267.0,0.4871,-0.0012,0.2651,-0.6294,0.0,0.0,0.0,0.0
Procambarus clarkii (alien),xgboost,upstream_only,lowacc,3,0.489,-0.0097,0.2646,-0.189,0.0108,0.0127,0.0037,0.3255,30,5.0,7711.0,48267.0,0.4871,-0.0012,0.2651,-0.6294,0.002,-0.0085,-0.0005,0.4404
Procambarus clarkii (alien),xgboost,upstream_only,lowacc,10,0.4958,-0.0049,0.2653,-0.177,0.0089,0.01,0.0058,0.2367,30,5.0,7711.0,48267.0,0.4871,-0.0012,0.2651,-0.6294,0.0087,-0.0037,0.0002,0.4524
Procambarus clarkii (alien),xgboost,upstream_only,lowacc,20,0.5046,0.0001,0.2651,-0.0785,0.0117,0.0094,0.0045,0.2597,30,5.0,7711.0,48267.0,0.4871,-0.0012,0.2651,-0.6294,0.0175,0.0013,0.0001,0.5509
Procambarus clarkii (native),random_forest,combined,benchmark,0,0.839,0.4399,0.084,0.946,,,,,1,5.0,1915.0,19320.0,0.839,0.4399,0.084,0.946,0.0,0.0,0.0,0.0
Procambarus clarkii (native),random_forest,combined,lowacc,3,0.8218,0.3498,0.0984,0.7877,0.0375,0.1291,0.0238,0.1468,30,5.0,1915.0,19320.0,0.839,0.4399,0.084,0.946,-0.0171,-0.0901,0.0144,-0.1583
Procambarus clarkii (native),random_forest,combined,lowacc,10,0.8156,0.3354,0.0999,0.8387,0.0421,0.1143,0.0219,0.1138,30,5.0,1915.0,19320.0,0.839,0.4399,0.084,0.946,-0.0233,-0.1045,0.0159,-0.1073
Procambarus clarkii (native),random_forest,combined,lowacc,20,0.8307,0.3994,0.0817,0.8178,0.0265,0.0554,0.0032,0.1038,30,5.0,1915.0,19320.0,0.839,0.4399,0.084,0.946,-0.0083,-0.0405,-0.0023,-0.1282
Procambarus clarkii (native),random_forest,local_only,benchmark,0,0.839,0.4399,0.084,0.946,,,,,1,5.0,1915.0,19320.0,0.839,0.4399,0.084,0.946,0.0,0.0,0.0,0.0
Procambarus clarkii (native),random_forest,local_only,lowacc,3,0.8218,0.3498,0.0984,0.7877,0.0375,0.1291,0.0238,0.1468,30,5.0,1915.0,19320.0,0.839,0.4399,0.084,0.946,-0.0171,-0.0901,0.0144,-0.1583
Procambarus clarkii (native),random_forest,local_only,lowacc,10,0.8156,0.3354,0.0999,0.8387,0.0421,0.1143,0.0219,0.1138,30,5.0,1915.0,19320.0,0.839,0.4399,0.084,0.946,-0.0233,-0.1045,0.0159,-0.1073
Procambarus clarkii (native),random_forest,local_only,lowacc,20,0.8307,0.3994,0.0817,0.8178,0.0265,0.0554,0.0032,0.1038,30,5.0,1915.0,19320.0,0.839,0.4399,0.084,0.946,-0.0083,-0.0405,-0.0023,-0.1282
Procambarus clarkii (native),random_forest,upstream_only,benchmark,0,0.4737,-0.0874,0.2573,-0.0303,,,,,1,5.0,1915.0,19320.0,0.4737,-0.0874,0.2573,-0.0303,0.0,0.0,0.0,0.0
Procambarus clarkii (native),random_forest,upstream_only,lowacc,3,0.4764,-0.0359,0.2544,-0.0554,0.0263,0.0513,0.0025,0.1834,30,5.0,1915.0,19320.0,0.4737,-0.0874,0.2573,-0.0303,0.0027,0.0515,-0.0029,-0.025
Procambarus clarkii (native),random_forest,upstream_only,lowacc,10,0.4788,-0.0423,0.2545,-0.1078,0.0247,0.0374,0.0022,0.2137,30,5.0,1915.0,19320.0,0.4737,-0.0874,0.2573,-0.0303,0.0051,0.0451,-0.0028,-0.0775
Procambarus clarkii (native),random_forest,upstream_only,lowacc,20,0.4911,-0.0138,0.253,-0.0851,0.0211,0.0372,0.0019,0.2093,30,5.0,1915.0,19320.0,0.4737,-0.0874,0.2573,-0.0303,0.0174,0.0736,-0.0044,-0.0548
Procambarus clarkii (native),xgboost,combined,benchmark,0,0.8478,0.4516,0.0842,0.7166,,,,,1,5.0,1915.0,19320.0,0.8478,0.4516,0.0842,0.7166,0.0,0.0,0.0,0.0
Procambarus clarkii (native),xgboost,combined,lowacc,3,0.8141,0.3731,0.0999,0.6112,0.0422,0.1169,0.0315,0.1712,30,5.0,1915.0,19320.0,0.8478,0.4516,0.0842,0.7166,-0.0337,-0.0785,0.0157,-0.1054
Procambarus clarkii (native),xgboost,combined,lowacc,10,0.8127,0.3562,0.0999,0.6158,0.0352,0.0964,0.0252,0.157,30,5.0,1915.0,19320.0,0.8478,0.4516,0.0842,0.7166,-0.035,-0.0954,0.0157,-0.1008
Procambarus clarkii (native),xgboost,combined,lowacc,20,0.8275,0.408,0.0808,0.6613,0.0244,0.0588,0.0039,0.1463,30,5.0,1915.0,19320.0,0.8478,0.4516,0.0842,0.7166,-0.0203,-0.0437,-0.0034,-0.0553
Procambarus clarkii (native),xgboost,local_only,benchmark,0,0.8478,0.4516,0.0842,0.7166,,,,,1,5.0,1915.0,19320.0,0.8478,0.4516,0.0842,0.7166,0.0,0.0,0.0,0.0
Procambarus clarkii (native),xgboost,local_only,lowacc,3,0.8141,0.3731,0.0999,0.6112,0.0422,0.1169,0.0315,0.1712,30,5.0,1915.0,19320.0,0.8478,0.4516,0.0842,0.7166,-0.0337,-0.0785,0.0157,-0.1054
Procambarus clarkii (native),xgboost,local_only,lowacc,10,0.8127,0.3562,0.0999,0.6158,0.0352,0.0964,0.0252,0.157,30,5.0,1915.0,19320.0,0.8478,0.4516,0.0842,0.7166,-0.035,-0.0954,0.0157,-0.1008
Procambarus clarkii (native),xgboost,local_only,lowacc,20,0.8275,0.408,0.0808,0.6613,0.0244,0.0588,0.0039,0.1463,30,5.0,1915.0,19320.0,0.8478,0.4516,0.0842,0.7166,-0.0203,-0.0437,-0.0034,-0.0553
Procambarus clarkii (native),xgboost,upstream_only,benchmark,0,0.4762,-0.08,0.3255,-0.1119,,,,,1,5.0,1915.0,19320.0,0.4762,-0.08,0.3255,-0.1119,0.0,0.0,0.0,0.0
Procambarus clarkii (native),xgboost,upstream_only,lowacc,3,0.4776,-0.0618,0.3342,-0.0144,0.0273,0.0377,0.0148,0.1883,30,5.0,1915.0,19320.0,0.4762,-0.08,0.3255,-0.1119,0.0013,0.0182,0.0087,0.0975
Procambarus clarkii (native),xgboost,upstream_only,lowacc,10,0.4783,-0.0643,0.3338,-0.0438,0.0253,0.0342,0.0141,0.1918,30,5.0,1915.0,19320.0,0.4762,-0.08,0.3255,-0.1119,0.0021,0.0157,0.0084,0.0681
Procambarus clarkii (native),xgboost,upstream_only,lowacc,20,0.4903,-0.0498,0.3214,-0.0252,0.0236,0.0331,0.0039,0.1824,30,5.0,1915.0,19320.0,0.4762,-0.08,0.3255,-0.1119,0.014,0.0302,-0.0041,0.0867
